"w","period","period_label","ratio_mean","ratio_median","ratio_q05","ratio_q25","ratio_q75","ratio_q95","n_valid"
320414.393245838,"pre_whaling","Pre-Whaling (1920-1929)",1.13982772020344,1.00099781845154,0.966812245172338,0.994472210713248,1.00713970309566,1.02864579110304,2111
459628.91507784,"pre_whaling","Pre-Whaling (1920-1929)",1.12691612601339,0.978464264981168,0.835531516174624,0.938843141429349,1.00583566324863,1.05937351751052,2111
659329.743072884,"pre_whaling","Pre-Whaling (1920-1929)",1.21673980847858,1.00575396155696,0.980499334459738,0.998854079312239,1.01568870830398,1.06829140609931,2111
945797.132947857,"pre_whaling","Pre-Whaling (1920-1929)",1.45285483744195,1.0051401210085,0.965471415088798,0.994543623388261,1.01909764517935,1.07629655825685,2111
1356729.65779355,"pre_whaling","Pre-Whaling (1920-1929)",4.0684322718828,1.00659546324362,0.799769209411393,0.942532731572473,1.06992958616472,1.19312287604115,2111
1946205.26983358,"pre_whaling","Pre-Whaling (1920-1929)",1.06919857232419,1.01588931094881,0.935466703818419,0.996696749972585,1.04109746779819,1.10004085460096,2111
2791797.85786357,"pre_whaling","Pre-Whaling (1920-1929)",1.14777066291571,1.01687361277187,0.750225078293251,0.922703400740789,1.14398229153583,1.66954810965061,2111
4004785.82602855,"pre_whaling","Pre-Whaling (1920-1929)",1.09817383182134,1.06923548905527,0.935881259429956,1.01218744882971,1.16423272910449,1.30931069779943,2111
5744796.12382558,"pre_whaling","Pre-Whaling (1920-1929)",1.09539122363174,1.0668735965796,0.88348821161399,1.00600156281465,1.17276309403925,1.32411905490847,2111
8240810.85430961,"pre_whaling","Pre-Whaling (1920-1929)",81.9290196223315,3.8004820850883,0.949793076810368,1.89214119129176,8.1939932972108,543.852739784275,2111
11821300.8908807,"pre_whaling","Pre-Whaling (1920-1929)",1.4702757918318,1.21513914206089,0.990609177598554,1.07332588312309,1.5954655980046,2.73881704879193,2111
16957452.0303007,"pre_whaling","Pre-Whaling (1920-1929)",1.21042385569946,1.15149129747767,0.988510970065932,1.02946198588492,1.31767147730525,1.55126737721294,2111
24325172.1628858,"pre_whaling","Pre-Whaling (1920-1929)",1.21854274319511,1.1578119177819,0.987560321568592,1.0298580840908,1.33984537496693,1.58602129418014,2111
34894039.487579,"pre_whaling","Pre-Whaling (1920-1929)",1.46069191989457,1.31419812146822,0.994929776832079,1.05028259473574,1.75196341256567,2.31719585117921,2111
50054897.1907571,"pre_whaling","Pre-Whaling (1920-1929)",149.785020136863,36.0586250718853,1.3087539091411,7.22683592891942,67.7326661949029,491.422041947841,2111
71802885.8100286,"pre_whaling","Pre-Whaling (1920-1929)",1.00650027875236,0.998553972743778,0.959681140269253,0.987207179544148,1.00771044075644,1.04973733514013,2111
103000000.000001,"pre_whaling","Pre-Whaling (1920-1929)",30.1706984104908,1.85690666381824,1.08980036100073,1.27543034755592,5.33679704277695,85.4861889128939,2111
3.16227766016838e-08,"pre_krill","Pre-Krill Fishing (1964-1973)",3.20303229511523e+38,0.999166499730196,0.993177219823731,0.995971306765095,1.00947656606495,1.05338498594683,2111
4.53623270600988e-08,"pre_krill","Pre-Krill Fishing (1964-1973)",2.34775051056457e+38,0.999203297634321,0.992841472866561,0.995864888884131,1.0103735583695,1.05520402814524,2111
6.50714749759769e-08,"pre_krill","Pre-Krill Fishing (1964-1973)",1.5737059776745e+38,0.999255210023854,0.992460370156502,0.995565806403247,1.01066470391108,1.05866800577037,2111
9.33439073780173e-08,"pre_krill","Pre-Krill Fishing (1964-1973)",9.689336875064e+37,0.999216455796481,0.99205946404479,0.995237191970989,1.01131436003388,1.06245718950819,2111
1.33900223528244e-07,"pre_krill","Pre-Krill Fishing (1964-1973)",5.55822186921017e+37,0.998878980080207,0.991572330550231,0.99467219995843,1.01153011755025,1.06491214458658,2111
1.92077558830971e-07,"pre_krill","Pre-Krill Fishing (1964-1973)",3.02636353669052e+37,0.998594887354523,0.99065803753075,0.993961440379884,1.01181850279647,1.0645732353453,2111
