"predator","prey","median_g_yr","q25_g_yr","q75_g_yr","q05_g_yr","q95_g_yr","mean_g_yr","median_tonnes","q25_tonnes","q75_tonnes","scenario"
"bathypelagic fishes","orca",1.37440875036405e-08,8.86366352665267e-09,2.05851105627773e-08,4.29426788321300e-09,3.63740728944354e-08,1.6436194308118e-08,1.37440875036405e-14,8.86366352665267e-15,2.05851105627773e-14,"Exploited"
"shelf and coastal fishes","orca",3.19533939100707e-08,2.31828666895065e-08,4.00075084574183e-08,1.35819026972983e-08,5.97550740047783e-08,3.37765088739058e-08,3.19533939100707e-14,2.31828666895065e-14,4.00075084574183e-14,"Exploited"
"flying birds","orca",0,0,0,0,0,0,0,0,0,"Exploited"
"small divers","orca",4.71356152133569e-09,2.72442024365426e-09,8.75213295880169e-09,6.65160393327098e-10,1.78098441509221e-08,6.59764446179459e-09,4.71356152133569e-15,2.72442024365426e-15,8.75213295880169e-15,"Exploited"
"squids","orca",3.42158534141701e-08,2.54379813481213e-08,4.55998712003504e-08,1.3034839530097e-08,8.60260560088581e-08,3.92753992294292e-08,3.42158534141701e-14,2.54379813481213e-14,4.55998712003504e-14,"Exploited"
"toothfishes","orca",6.04603685839991e-08,3.71912774999581e-08,8.55954768716209e-08,8.08043719519595e-09,1.34808581915231e-07,6.58517704635641e-08,6.04603685839991e-14,3.71912774999581e-14,8.55954768716209e-14,"Exploited"
"leopard seals","orca",7.78762046772061e-10,5.36183772862412e-10,1.08374811566034e-09,2.83856300130514e-10,1.6691797461532e-09,8.74544361850129e-10,7.78762046772061e-16,5.36183772862412e-16,1.08374811566034e-15,"Exploited"
"medium divers","orca",12818.0682051325,6677.11552331927,21740.4684184916,2723.06004408859,49421.977389998,17611.689827777,0.0128180682051325,0.00667711552331927,0.0217404684184916,"Exploited"
"large divers","orca",101.954354927163,45.8091200636118,192.213342632817,18.8715051737055,745.771284454205,250.093436167326,0.000101954354927163,4.58091200636118e-05,0.000192213342632817,"Exploited"
"minke whales","orca",2.66970707005173e-09,1.49263075149445e-09,5.7244304933219e-09,7.53838224173009e-10,2.35851734082336e-07,1.60176739050831e-07,2.66970707005173e-15,1.49263075149445e-15,5.7244304933219e-15,"Exploited"
"orca","orca",0,0,0,0,0,0,0,0,0,"Exploited"
"sperm whales","orca",27.9392009104508,9.251603314669,183.712987691011,4.72659886086893,2567.64843649517,1022.97550209745,2.79392009104508e-05,9.251603314669e-06,0.000183712987691011,"Exploited"
"baleen whales","orca",1.76264876391082e-07,4.67994427534252e-08,5.35712199922376e-07,5.75972392016596e-09,4.80328297673539e-06,9.13313045489495e-07,1.76264876391082e-13,4.67994427534252e-14,5.35712199922376e-13,"Exploited"
"mesozooplankton","sperm whales",176.160103435363,59.087612379065,1248.20782126814,39.6995153276788,18388.2388480104,8455.73675933607,0.000176160103435363,5.90876123790649e-05,0.00124820782126814,"Exploited"
"other krill","sperm whales",49645.8655540683,20396.210218385,344035.670994712,9704.44039974314,5495742.87337848,2251925.03782538,0.0496458655540683,0.020396210218385,0.344035670994712,"Exploited"
"other macrozooplankton","sperm whales",6.13737030902907e-07,2.10736838811336e-07,3.4253054907751e-06,8.95994199302726e-08,5.36710009340495e-05,2.20220672261108e-05,6.13737030902907e-13,2.10736838811336e-13,3.4253054907751e-12,"Exploited"
"antarctic krill","sperm whales",489.582489382754,181.913666623492,3477.87509343953,68.9874771339818,64465.0143603128,29199.592463607,0.000489582489382754,0.000181913666623492,0.00347787509343953,"Exploited"
"salps","sperm whales",736.230061400679,238.782638943733,4524.19552209376,171.699960487882,72893.0279766182,29697.6805290815,0.000736230061400679,0.000238782638943733,0.00452419552209376,"Exploited"
"mesopelagic fishes","sperm whales",1.29189338741171e-08,4.65999284429485e-09,7.08379554680794e-08,1.65696428408258e-09,1.27210984897973e-06,4.5152158276902e-07,1.29189338741171e-14,4.65999284429485e-15,7.08379554680794e-14,"Exploited"
"bathypelagic fishes","sperm whales",1.29662674655321e-08,4.68946056951052e-09,7.54557848339682e-08,1.86217174285696e-09,1.4996048603716e-06,5.88440918983827e-07,1.29662674655321e-14,4.68946056951052e-15,7.54557848339682e-14,"Exploited"
"shelf and coastal fishes","sperm whales",3.95326061934952e-09,1.38024484384586e-09,2.33319305340147e-08,8.28046837339983e-10,3.37147716159933e-07,1.35099609782458e-07,3.95326061934952e-15,1.38024484384586e-15,2.33319305340147e-14,"Exploited"
"flying birds","sperm whales",0,0,0,0,0,0,0,0,0,"Exploited"
"small divers","sperm whales",0,0,0,0,0,0,0,0,0,"Exploited"
"squids","sperm whales",2.02934554950823e-08,7.75061416825619e-09,1.22820403882121e-07,4.85249625010724e-09,1.59629413505627e-06,5.97958571802893e-07,2.02934554950823e-14,7.75061416825619e-15,1.22820403882121e-13,"Exploited"
"toothfishes","sperm whales",2.86169452175994e-08,1.2672410120673e-08,1.64458547908887e-07,3.38200456148348e-09,2.99233171834192e-06,9.22815466414131e-07,2.86169452175994e-14,1.2672410120673e-14,1.64458547908887e-13,"Exploited"
"leopard seals","sperm whales",2.2908100380159e-11,9.07082234537803e-12,1.41170086704092e-10,3.67511473701533e-12,2.07944987500505e-09,7.53941613107692e-10,2.2908100380159e-17,9.07082234537803e-18,1.41170086704092e-16,"Exploited"
"medium divers","sperm whales",0,0,0,0,0,0,0,0,0,"Exploited"
"large divers","sperm whales",0,0,0,0,0,0,0,0,0,"Exploited"
"minke whales","sperm whales",0,0,0,0,0,0,0,0,0,"Exploited"
"orca","sperm whales",487026.970191189,286423.375902057,873987.132687747,80269.4751357985,1885749.20178728,691384.451197056,0.487026970191189,0.286423375902057,0.873987132687747,"Exploited"
"sperm whales","sperm whales",0,0,0,0,0,0,0,0,0,"Exploited"
"baleen whales","sperm whales",0,0,0,0,0,0,0,0,0,"Exploited"
"mesozooplankton","baleen whales",826218.004311082,255676.203292857,1885872.66587614,18405.3948272991,17496614.8692492,3168673.3685168,0.826218004311082,0.255676203292857,1.88587266587614,"Exploited"
"other krill","baleen whales",81613417.3391314,21478844.7484853,187706090.505105,1862212.38537118,1360328114.05482,280924518.744165,81.6134173391314,21.4788447484853,187.706090505105,"Exploited"
"other macrozooplankton","baleen whales",0.000453750414234872,0.000112619728327633,0.00168510400896221,7.72276725140166e-06,0.00944329173668085,0.00209556034538165,4.53750414234872e-10,1.12619728327633e-10,1.68510400896221e-09,"Exploited"
"antarctic krill","baleen whales",882242.206253796,223493.825276143,2058971.29002178,20401.8177703574,16993784.6833335,4473195.09809886,0.882242206253796,0.223493825276143,2.05897129002178,"Exploited"
"salps","baleen whales",1154739.17997229,359395.815333997,2549756.49913575,25291.7646193031,20912894.8019657,3908345.17255472,1.15473917997229,0.359395815333997,2.54975649913575,"Exploited"
"mesopelagic fishes","baleen whales",3.07302075611585e-07,7.6501437089597e-08,1.014659324153e-06,6.4347351542427e-09,7.31051999806163e-06,1.53723736060434e-06,3.07302075611585e-13,7.6501437089597e-14,1.014659324153e-12,"Exploited"
"bathypelagic fishes","baleen whales",4.51258448392402e-07,1.29826141238916e-07,1.2233192985974e-06,1.088218574881e-08,5.9983706959317e-06,1.43333045366251e-06,4.51258448392401e-13,1.29826141238916e-13,1.2233192985974e-12,"Exploited"
"shelf and coastal fishes","baleen whales",3.32148368560305e-07,1.05035021587777e-07,9.42415050423991e-07,9.07038047019551e-09,5.90253595546766e-06,1.15226837336037e-06,3.32148368560305e-13,1.05035021587777e-13,9.42415050423991e-13,"Exploited"
"flying birds","baleen whales",0,0,0,0,0,0,0,0,0,"Exploited"
"small divers","baleen whales",0,0,0,0,0,0,0,0,0,"Exploited"
"squids","baleen whales",2.37848409472444e-07,7.62276494009022e-08,6.11748159927366e-07,6.06003832299111e-09,5.91426007712391e-06,1.19566420711166e-06,2.37848409472444e-13,7.62276494009022e-14,6.11748159927366e-13,"Exploited"
"toothfishes","baleen whales",1.39534321162661e-06,2.74476440588538e-07,3.41837854437502e-06,2.65460525580814e-08,2.27433188826182e-05,4.53315243733845e-06,1.39534321162661e-12,2.74476440588538e-13,3.41837854437502e-12,"Exploited"
"leopard seals","baleen whales",4.07042098020372e-08,1.03428935170397e-08,1.19854647407834e-07,1.07439338672914e-09,7.97738784471926e-07,1.70925140697085e-07,4.07042098020372e-14,1.03428935170397e-14,1.19854647407834e-13,"Exploited"
"medium divers","baleen whales",0,0,0,0,0,0,0,0,0,"Exploited"
"large divers","baleen whales",0,0,0,0,0,0,0,0,0,"Exploited"
"minke whales","baleen whales",0,0,0,0,0,0,0,0,0,"Exploited"
"orca","baleen whales",2651677.80802008,1673673.03592529,4459230.73553839,548325.628901009,8460926.57005032,3369898.36818371,2.65167780802008,1.67367303592529,4.45923073553839,"Exploited"
"sperm whales","baleen whales",0,0,0,0,0,0,0,0,0,"Exploited"
"baleen whales","baleen whales",0,0,0,0,0,0,0,0,0,"Exploited"
"mesozooplankton","Resource",526729129591645,368346456021216,712663442719147,231587064803222,939856579170421,545547847801629,526729129.591645,368346456.021216,712663442.719147,"Exploited"
"other krill","Resource",129961566384641,51531318317355.2,421116779616226,14307933131654.9,1107921603330856,292317592727130,129961566.384641,51531318.3173552,421116779.616226,"Exploited"
"other macrozooplankton","Resource",66635559825960,48315361127489.5,85398735974758.9,21399772948787.2,127539577334186,68051957986230.5,66635559.82596,48315361.1274895,85398735.9747589,"Exploited"
"antarctic krill","Resource",106305376278448,39935773899524.2,236553213446392,3808868925448.4,367276434459943,168110296754570,106305376.278448,39935773.8995242,236553213.446392,"Exploited"
"salps","Resource",18557966098493.8,12998220496218.6,41288467939182.7,4808289337894.92,58107105961298.4,26715944661781.1,18557966.0984938,12998220.4962186,41288467.9391827,"Exploited"
"mesopelagic fishes","Resource",5040885998436.06,3636601195433.51,9419521972111.43,897871245741.582,12690299272505.3,6380840162362.47,5040885.99843606,3636601.19543351,9419521.97211142,"Exploited"
"bathypelagic fishes","Resource",4026911319523.95,2982533150944.87,5726450484321.24,1749350627841.31,7826586576635.06,4404429007761.44,4026911.31952395,2982533.15094487,5726450.48432124,"Exploited"
"shelf and coastal fishes","Resource",6594833384145.15,6190648652833.2,7079226734398.29,4977632290163.83,7792490138238.28,6552701719071.87,6594833.38414515,6190648.6528332,7079226.73439829,"Exploited"
"flying birds","Resource",173648816761.935,154799807299.703,198771003796.365,72620237656.9208,229328924575.283,172093078294.021,173648.816761935,154799.807299703,198771.003796365,"Exploited"
"small divers","Resource",32320179820.4534,29055444208.9542,76035338510.3146,5690589189.02183,110742124922.794,50544132858.0954,32320.1798204533,29055.4442089542,76035.3385103146,"Exploited"
"squids","Resource",255247830020.872,218397992931.456,297062893838.037,180874081771.288,444401363200.346,272741835901.457,255247.830020872,218397.992931456,297062.893838037,"Exploited"
"toothfishes","Resource",253896724332.458,206062432971.306,295802939325.663,45171707871.778,344579612044.344,239645542098.42,253896.724332458,206062.432971306,295802.939325663,"Exploited"
"leopard seals","Resource",504296056.550177,393579249.97518,586859918.16257,245900925.548811,709357926.067565,495132952.720724,504.296056550177,393.57924997518,586.85991816257,"Exploited"
"medium divers","Resource",51880901045.4335,35210752372.0795,75063795391.4758,22216943906.8137,117768017066.022,58428967913.5399,51880.9010454335,35210.7523720795,75063.7953914758,"Exploited"
"large divers","Resource",2396813812.37042,1529962877.77681,4309953208.51021,871369022.011393,16573510608.5243,5668687231.85928,2396.81381237042,1529.96287777681,4309.95320851021,"Exploited"
"minke whales","Resource",11961437800.6071,7574785095.38517,23647368248.5709,4242968660.03616,832074527072.919,677908698290.552,11961.4378006071,7574.78509538517,23647.3682485709,"Exploited"
"orca","Resource",304099.080302981,241159.815368503,415169.101754165,167667.475027159,654756.722791012,355714.844169126,0.304099080302981,0.241159815368503,0.415169101754165,"Exploited"
"sperm whales","Resource",106127009.72439,41910308.8786447,620680805.799338,26076895.4978335,8787235230.19682,3630394972.19811,106.12700972439,41.9103088786447,620.680805799338,"Exploited"
"baleen whales","Resource",1001168631438.14,286908296711.545,2428094849529.75,24593949996.2833,23869562464780.4,4114050039273.93,1001168.63143814,286908.296711545,2428094.84952975,"Exploited"
"mesozooplankton","External",0,0,0,0,0,0,0,0,0,"Exploited"
"other krill","External",0,0,0,0,0,0,0,0,0,"Exploited"
"other macrozooplankton","External",0,0,0,0,0,0,0,0,0,"Exploited"
"antarctic krill","External",0,0,0,0,0,0,0,0,0,"Exploited"
"salps","External",0,0,0,0,0,0,0,0,0,"Exploited"
"mesopelagic fishes","External",0,0,0,0,0,0,0,0,0,"Exploited"
"bathypelagic fishes","External",0,0,0,0,0,0,0,0,0,"Exploited"
"shelf and coastal fishes","External",0,0,0,0,0,0,0,0,0,"Exploited"
"flying birds","External",0,0,0,0,0,0,0,0,0,"Exploited"
"small divers","External",0,0,0,0,0,0,0,0,0,"Exploited"
"squids","External",0,0,0,0,0,0,0,0,0,"Exploited"
"toothfishes","External",0,0,0,0,0,0,0,0,0,"Exploited"
"leopard seals","External",0,0,0,0,0,0,0,0,0,"Exploited"
"medium divers","External",0,0,0,0,0,0,0,0,0,"Exploited"
"large divers","External",0,0,0,0,0,0,0,0,0,"Exploited"
"minke whales","External",0,0,0,0,0,0,0,0,0,"Exploited"
"orca","External",0,0,0,0,0,0,0,0,0,"Exploited"
"sperm whales","External",0,0,0,0,0,0,0,0,0,"Exploited"
"baleen whales","External",0,0,0,0,0,0,0,0,0,"Exploited"
