"time","median","q05","q25","q75","q95"
35770,56.4941065818293,39.0051536341789,47.1234586999733,69.3665216353658,96.6007108544759
36135,59.4388922464102,41.3051772793156,49.6427034855718,72.4276480290783,100.067253954231
36500,57.7015649619591,39.959468536455,48.4207985969893,70.5247612869126,97.7374600071211
36865,60.0042938689766,41.8000275497202,50.4406494536413,72.3482520454602,99.8642619639022
37230,60.629335163878,42.5166349024121,51.1008031011248,72.8482282868731,99.7963780672626
37595,59.2894359166978,41.5784951952308,50.1691906727899,71.5104590465053,97.9154263586823
37960,56.7629656425026,39.5015521311765,47.8006225127441,69.0335272856883,95.146090824103
38325,57.8160791170329,40.1131783031036,48.428449681125,70.2503583439218,96.9558903558475
38690,56.3066742724664,38.9504770333957,46.9738087034468,69.0784494370145,95.9431322681367
39055,58.1840260611183,40.267815565453,48.6096813198309,70.7554389173421,98.3354712276559
39420,58.195149626789,40.1513582222221,48.6209457464492,70.664013501099,98.2096806837529
39785,57.7647714705123,40.1117751392399,48.5484463931337,70.1142981431061,97.2160473925457
40150,58.5224620923975,40.6705953332694,49.006480672161,70.7249722459158,97.8362024001734
40515,59.6373688521714,41.7482866198051,50.1698904332065,71.7227718171262,99.066855267053
40880,59.2017614471694,41.4681226234701,49.9488879051567,71.2404825345178,98.0626260908871
41245,57.9927602183764,40.6280555256741,49.0661356919808,70.0997729182228,96.8159484259905
41610,58.2596589837679,40.7042266744016,49.136353864186,70.5402990363385,97.1681851624144
41975,57.675752815536,40.2526364464473,48.5705342329259,70.0448760884435,96.7316869110512
42340,56.9877137521785,39.777395262483,47.9946621811983,69.6103625628819,96.2958372168853
42705,56.6033101889575,39.3278836920969,47.4002601861038,69.1213715521461,96.1751339331258
43070,55.7989774776463,38.695777253388,46.6605462316245,68.5493285960426,96.0240174877251
43435,59.057912086523,40.968762646028,49.21946725511,71.4742706396055,99.5697196990528
43800,57.24219306022,39.689101721848,47.9304156527471,69.8919426528731,97.2266476267609
44165,59.5299581476359,41.6631476522714,49.8710588724402,71.7002335604586,98.9820006403855
44530,60.1907311823172,42.296359066802,50.5029814045419,72.011958128263,98.7873461694276
44895,58.8820635632435,41.374686222973,49.7541016521461,71.0781762630323,97.0718194162456
45260,56.1825705093749,39.333319392841,47.3567329225115,68.5814633748883,94.7585419345496
45625,57.1667995631389,39.9449544953552,48.0583277005332,69.6667352003365,95.9182164981234
45990,55.6170313832088,38.6672389642894,46.6046708701104,68.3619847650253,95.2021682190793
46355,57.8163805914459,40.1870769562973,48.2361956601367,70.3168248789287,97.9545921327666
46720,57.8930044210887,40.0779319769211,48.3777300252254,70.2105687130028,97.2280847032649
47085,57.5198610281202,40.0101092828711,48.1324224622559,69.7549956505148,96.1547867617515
47450,58.1469095661655,40.5688580707868,48.7176671114298,70.2351889478245,96.46864778099
47815,59.433146630839,41.6103825693001,49.793081538779,71.3021083114105,97.6979471689566
48180,58.9914477410187,41.3465164481679,49.5009844326206,70.4107095838804,95.6644474025645
48545,57.3958169221457,40.5203261153644,48.5529684256352,69.0070184243607,94.0543171016569
48910,57.4782169671974,40.611247417447,48.5781043411438,69.3144221994382,94.7919132315813
49275,56.8901719523708,40.12190245297,47.9804801855063,68.8438243771939,94.6231028019485
49640,56.1406323093111,39.6288624987811,47.1628889161054,68.3088109070534,93.8327046683207
50005,55.4613303745794,39.0677134494497,46.4720471167722,67.6730761085398,92.8074222226345
50370,54.4571399683245,38.4684150135607,45.3310567416675,66.6502654546711,92.6577188052711
50735,57.2961090240421,40.7072811756046,47.667230319772,69.2211659174146,96.5544993508964
51100,55.8374151331201,39.3643234829586,46.6072416632475,68.1122562166847,94.1539320521737
51465,55.6268064021502,39.2257168819248,46.4007061571787,67.8785364359956,93.7844156527911
51830,56.9055694249061,39.9584441544915,47.4648449061191,69.1391713553633,95.4257668856636
52195,58.0666543189377,40.9401026446083,48.6405134750146,70.3325089155615,96.5619892610638
52560,56.1269093323662,39.4498523451986,47.0154635460813,68.5826048680277,93.8935526129033
52925,56.9006029466955,39.9359727138404,47.5959313199109,69.1747661859793,94.9409873824411
53290,55.2637710270469,38.7191676173274,46.3227055995206,67.8790089874852,93.7156978565896
53655,55.7463493948016,38.9072934554746,46.5877706958317,68.049025944107,94.9072821431241
54020,57.0997713906571,40.010716401256,47.7777948073633,69.2804825402558,96.0587687060047
54385,59.6138413127909,41.8176798623717,50.0114959576088,71.7053347940192,97.8373194898037
54750,57.0726247957855,40.0913616113897,48.0950332304008,69.2828325225285,94.756334459934
55115,56.858370155064,40.0766831003381,47.8924246146748,68.9395013065015,94.8987855520933
55480,58.7676582010062,41.3507086229827,49.4146913253752,70.4019202553147,96.1472264462249
55845,60.1614688228992,42.652337042591,50.8742041058149,71.7703809652146,96.5839760207038
56210,58.6094082961526,41.6289320447203,49.7955030619855,70.5347867633944,95.1628647815773
56575,57.8467158340078,41.058855782388,49.0686684599457,69.5803990062592,94.4125307544454
56940,58.5964635827123,41.6390970495422,49.7715099743018,70.226828781527,95.2173259419572
57305,58.2844790984736,41.3245460830147,49.5555605796845,69.8920766808991,94.570528562858
57670,58.7734283713069,41.9000238876148,50.0204845009387,70.3874995918816,95.1048844057069
58035,57.1421008414785,40.741021760164,48.5267749029232,69.051549938785,93.7366519810432
58400,54.8300680008257,38.9316310026359,46.3775885519831,67.2324421904453,92.3585757490421
58765,57.0222972027768,40.1777669326783,48.0525016322774,69.5145553649328,95.9316087986779
59130,54.0832933042351,37.9886927628239,45.5100241520272,67.056524381131,93.6420596687543
59495,56.5119888102206,39.71771764372,47.4232936192065,68.783366376581,96.2530618559227
59860,59.6953414603057,41.8655357414125,49.978638657736,71.8043705415186,98.3183998401247
60225,56.557141899295,39.8173750927007,47.8003617238363,68.9733367347526,94.2002874869671
60590,56.6374187510748,39.973339197624,47.7543609510205,68.8436494716689,94.4393125133645
60955,54.5918202513382,38.3325150754664,45.8678278616814,67.187262684301,93.1251381498505
61320,56.4155613538336,39.5009617995538,47.3157220831818,69.1597494485673,96.2241781805537
61685,58.6779013356338,41.1120148070505,49.1592094382724,71.1158820915201,97.8900054879276
