"Year","Species","n","min_t","q05_t","q25_t","median_t","q75_t","q95_t","max_t","ObsBiomass_t"
1868,"toothfishes",2111,1021.37543720086,207888.32633719,733492.430951205,1093178.67466003,1406027.30791325,1853026.1063799,4931659.73168551,NA
1868,"leopard seals",2111,0.632887027149208,1937.93606533824,2745.40464949463,3388.07273746005,3843.47970456596,4729.11041721749,15675.8141291671,NA
1868,"medium divers",2111,2058.21725177824,167741.967096001,276303.934402697,407376.14090807,573160.295684637,798398.456911753,1205556.04777914,NA
1868,"large divers",2111,5.86231656786903,6290.91207166893,10869.3860134972,18082.2257150486,33916.9485026223,145120.330336432,2003826.04925824,NA
1868,"minke whales",2111,0.00277467081576019,8009.44436347976,14119.4797008976,25490.2465456516,52511.4451826917,13846976.2640564,146960440.988798,NA
1868,"orca",2111,5504.14282511472,7381.28892352068,8519.90341537788,8991.96291917337,9892.49197369193,16590.1277577729,245562.84317073,NA
1868,"sperm whales",2111,11606.4701674908,15026.0009135511,19963.6531185366,23360.4634067469,94556.2955890926,2279834.10017091,11373828.4656493,NA
1868,"baleen whales",2111,116055.787002298,180095.744440447,785158.492745176,790778.436011325,2907069.85484383,16634770.3165755,97346349.438587,NA
1869,"mesozooplankton",2111,2.89763555023336e-145,8116005.77739427,12295316.9277564,16964421.5009982,20010186.119255,24322202.2272244,28688800.3785315,NA
1869,"other krill",2111,14.3887025648459,1301681.84049864,5170383.12136263,11432884.1036936,30907229.0749262,78818099.8602323,127288662.009123,NA
1869,"other macrozooplankton",2111,1406217.53327128,7852340.25228575,15119133.6752881,18872973.7616256,22820838.62634,28221512.6585586,37936077.1560917,NA
1869,"antarctic krill",2111,50100.0129438049,1489410.609364,7173154.5072646,13732463.189303,24615381.4050767,36899149.9920124,684457334.97167,NA
1869,"salps",2111,104913.769761581,457378.019192838,838977.557796481,1095454.30157491,1603794.47116822,2110513.38030614,2898045.9019917,NA
1869,"mesopelagic fishes",2111,5652.3200228302,500322.930281241,1349935.04749118,1859576.26892906,2722684.14105075,3669338.91390733,10091772.7319748,NA
1869,"bathypelagic fishes",2111,314928.733976584,1064138.16280496,1768964.42391513,2478457.37104028,3424297.93832944,4664231.28254303,15628480.8378448,NA
1869,"shelf and coastal fishes",2111,1579061.14480282,2939335.44780006,4271855.06682531,4995348.84620679,5633352.71642537,6339778.129991,24126881.0520393,NA
1869,"flying birds",2111,3943.68117219408,5427.5386259379,5943.51951846306,6011.55736262924,6093.73436421459,6240.80492746877,6537.83471097235,NA
1869,"small divers",2111,11046.7681274947,22178.1322108512,35100.0467966113,37420.6245776338,40094.8538391857,42327.8729697336,47156.5137850945,NA
