"w","dw","n_mean","n_median","n_q05","n_q25","n_q75","n_q95","n_density_mean","n_density_median","n_density_q05","n_density_q95","biomass_mean","biomass_median","biomass_q05","biomass_q95","biomass_density_mean","biomass_density_median","biomass_density_q05","biomass_density_q95","n_sims","period","scenario"
79.747950407875,34.6491075842416,5.68440826112537e-06,5.5050785885836e-06,4.52485405861877e-06,5.05395519714479e-06,6.01175853104094e-06,7.15764953275938e-06,1.64056411764863e-07,1.58880818941706e-07,1.30590782103625e-07,2.06575292461924e-07,0.000453319908106341,0.000439018734273819,0.000360847837069602,0.000570807879975445,1.30831625895182e-05,1.26704196697258e-05,1.04143472149255e-05,1.64739561787458e-05,2112,"post_whaling","fished"
114.397057992117,49.7035466042292,4.49541275071944e-06,4.41238024582929e-06,3.46060865059743e-06,4.09808408086816e-06,4.7506887720808e-06,5.4908486126466e-06,9.04445066368147e-08,8.87739517053668e-08,6.96249842723088e-08,1.10471968054275e-07,0.000514261993142552,0.000504763318865403,0.000395883448490414,0.000628136927166866,1.03465854708001e-05,1.01554789014282e-05,7.96489336349952e-06,1.26376681360082e-05,2112,"post_whaling","fished"
164.100604596346,71.2988794598087,3.51693731001295e-06,3.5114059215049e-06,2.18330450517351e-06,3.11193090004738e-06,3.86523293503765e-06,4.63291463729777e-06,4.93266841871682e-08,4.92491038864683e-08,3.06218628078754e-08,6.49787860959211e-08,0.000577131538900572,0.000576223834702143,0.000358281589316898,0.000760264093023825,8.09453869784731e-06,8.0818077235977e-06,5.0250662006387e-06,1.06630580842773e-05,2112,"post_whaling","fished"
235.399484056154,102.277011592404,3.05323141345446e-06,2.79933322099816e-06,1.24935341100941e-06,2.19613214080526e-06,3.85538168057802e-06,5.15091589114635e-06,2.9852567707221e-08,2.7370111596085e-08,1.22153883023915e-08,5.03624011979728e-08,0.000718729099431223,0.000658961595924221,0.000294097148355412,0.0012125229431925,7.02727903603125e-06,6.44291014827777e-06,2.87549610392855e-06,1.18552832578319e-05,2112,"post_whaling","fished"
337.676495648558,146.71460729154,7.65773689522001e-07,7.50281421754558e-07,3.57103136968587e-07,5.90085155056529e-07,9.25297559673281e-07,1.15559009377821e-06,5.21947816688978e-09,5.11388358395464e-09,2.4339985197178e-09,7.87644880841283e-09,0.000258583775937656,0.000253352401248297,0.000120585335876659,0.000390215613273213,1.7624950965095e-06,1.72683828778449e-06,8.21904090552085e-07,2.65969163178011e-06,2112,"post_whaling","fished"
484.391102940098,210.45957109593,3.90252488425357e-07,3.62579555759957e-07,1.3424724986704e-07,2.45116878966257e-07,5.10260271139694e-07,7.12136799270827e-07,1.85428719821668e-09,1.72279908141925e-09,6.3787666756124e-10,3.3837225627825e-09,0.000189034833293477,0.000175630310918097,6.50281734297704e-05,0.000344952729643027,8.98200221111882e-07,8.34508547192856e-07,3.08981782539743e-07,1.63904510422951e-06,2112,"post_whaling","fished"
694.850674036028,301.900621100849,1.43945096528025e-07,1.25394063739919e-07,5.13205804624879e-08,8.67796770003004e-08,1.87596137412045e-07,2.82821755065832e-07,4.76796291452283e-10,4.15348810090828e-10,1.69991635907713e-10,9.36804151096319e-10,0.00010002034734668,8.71301497097996e-05,3.566013992628e-05,0.000196518887139546,3.31302224493497e-07,2.88605400651674e-07,1.18118802790962e-07,6.50938995829027e-07,2112,"post_whaling","fished"
996.751295136877,433.071228580683,3.71490436287962e-08,3.73849423439579e-08,2.68187435791093e-08,3.28368041370422e-08,4.12090070858261e-08,4.51366994227139e-08,8.57804471346338e-11,8.63251582574088e-11,6.19268651648903e-11,1.04224655077276e-10,3.70283573500989e-05,3.72634896999575e-05,2.6731617396421e-05,4.4990063607794e-05,8.55017717788666e-08,8.60447132959681e-08,6.17256830568711e-08,1.03886059933469e-07,2112,"post_whaling","fished"
1429.82252371756,621.233200317702,3.45244482251615e-08,3.46077290356915e-08,2.49344868392102e-08,3.02919176465284e-08,3.8411141814297e-08,4.21564313806581e-08,5.55740552943814e-11,5.57081125380822e-11,4.01370802887845e-11,6.78592698508371e-11,4.93638336912566e-05,4.94829104699459e-05,3.56518909000418e-05,6.02762151076187e-05,7.94610359942316e-08,7.96527140607425e-08,5.73889014331642e-08,9.70267124757548e-08,2112,"post_whaling","fished"
2051.05572403526,891.14830011173,4.00995720948372e-08,4.02342645192071e-08,2.84092999066304e-08,3.47269005148323e-08,4.5035605252264e-08,4.96984927298402e-08,4.4997641907424e-11,4.51487866993211e-11,3.18794300601466e-11,5.57690484553572e-11,8.22464568764806e-05,8.25227185444685e-05,5.82690571893287e-05,0.000101934377989464,9.22926710023109e-08,9.26026773928896e-08,6.53864875038454e-08,1.1438542605836e-07,2112,"post_whaling","fished"
2942.20402414699,1278.33685061567,3.1858693949214e-08,3.16439468283022e-08,2.01744142787148e-08,2.69486798656683e-08,3.63429568698157e-08,4.13654515425058e-08,2.49219866687487e-11,2.47539972058709e-11,1.57817669646294e-11,3.23588039588966e-11,9.37347775414447e-05,9.3102947698124e-05,5.93572428756432e-05,0.000121705597989018,7.33255694665301e-08,7.28313101928368e-08,4.64331782714826e-08,9.52062032244491e-08,2112,"post_whaling","fished"
4220.54087476266,1833.75214140801,5.80614052845588e-11,5.83616438362253e-11,5.11140249262776e-11,5.63067358668161e-11,6.03494345779541e-11,6.29623112277245e-11,3.16626243937076e-14,3.18263534740379e-14,2.78740096723381e-14,3.43352352839681e-14,2.45050534249641e-07,2.46317703329129e-07,2.15728831474992e-07,2.65735008106139e-07,1.336334004559e-10,1.34324425731822e-10,1.17643397165633e-10,1.44913263960581e-10,2112,"post_whaling","fished"
6054.29301617067,2630.48578666801,1.23069992062128e-10,1.26215609951892e-10,7.05051544721983e-11,1.1807033608981e-10,1.36974512443746e-10,1.44962021994132e-10,4.67860319511626e-14,4.79818634989726e-14,2.68030927327328e-14,5.5108460471004e-14,7.45101793441924e-07,7.6414628586346e-07,4.26858864325065e-07,8.77642557369052e-07,2.83256346496262e-10,2.90496261084684e-10,1.62273777143559e-10,3.33642767361517e-10,2112,"post_whaling","fished"
8684.77880283868,3773.38644499111,9.18921762930038e-12,9.30327249076828e-12,6.4839056885311e-12,8.55973980432191e-12,9.95397388639811e-12,1.12609653490563e-11,2.43527074771215e-15,2.465496875656e-15,1.71832537776193e-15,2.98431276870791e-15,7.98063224816194e-08,8.07968637248566e-08,5.63112866833601e-08,9.77989931629852e-08,2.11497877689036e-11,2.14122950041622e-11,1.49232758171666e-11,2.59180962747153e-11,2112,"post_whaling","fished"
12458.1652478298,5412.8577068946,8.32355305472043e-12,8.37988054778579e-12,6.22312182088607e-12,7.75215691525008e-12,8.91346938975367e-12,1.02009738248691e-11,1.53773727399454e-15,1.54814351338147e-15,1.14969248368739e-15,1.88458193014675e-15,1.03696199404786e-07,1.0439793662139e-07,7.7528680001974e-08,1.27085417599006e-07,1.91573850671713e-11,1.92870277170622e-11,1.43230589459653e-11,2.34784331088422e-11,2112,"post_whaling","fished"
17871.0229547244,7764.65092622054,1.15460912303716e-11,1.14355827654934e-11,9.28819109088498e-12,1.07088577147991e-11,1.21946393012916e-11,1.45830392082278e-11,1.48700712241698e-15,1.47277487090584e-15,1.19621489480224e-15,1.87813197873225e-15,2.06340461415312e-07,2.04365562102782e-07,1.65989476193072e-07,2.60613828439885e-07,2.65743384185525e-11,2.63199935250995e-11,2.1377583843794e-11,3.3564139703926e-11,2112,"post_whaling","fished"
25635.6738809449,11138.2576950552,2.47351765163241e-11,2.24825364585057e-11,1.57495999189148e-11,1.89393702091904e-11,2.65039066101677e-11,4.92786222594654e-11,2.22074019056906e-15,2.01849670514328e-15,1.41400929571838e-15,4.42426666796752e-15,6.34102918560093e-07,5.76354972666706e-07,4.03751607276656e-07,1.26329068954593e-06,5.69301712997359e-11,5.1745523262815e-11,3.6249081169661e-11,1.1341905746235e-10,2112,"post_whaling","fished"
36773.9315760001,15977.6383587978,1.00350368071203e-12,1.03337899110957e-12,4.24201718281843e-13,8.81490871201168e-13,1.16395151890757e-12,1.36785785662477e-12,6.28067589325221e-17,6.46765790978466e-17,2.65497133403489e-17,8.56107658658821e-17,3.69027756907684e-08,3.80014083111394e-08,1.55995649625182e-08,5.03015112252135e-08,2.3096514554949e-12,2.37841209431397e-12,9.76337341740406e-13,3.14824444612091e-12,2112,"post_whaling","fished"
52751.5699347979,22919.646367839,7.85818025030533e-13,8.09674446581692e-13,3.32115375205627e-13,6.84833402013049e-13,9.12182819867083e-13,1.07426253627909e-12,3.42857831407555e-17,3.53266552889679e-17,1.44904231887126e-17,4.68708163746583e-17,4.14531345034229e-08,4.27115981932729e-08,1.75196074415813e-08,5.66690353108595e-08,1.80862888711888e-12,1.86353652703848e-12,7.6439257222419e-13,2.47250914788886e-12,2112,"post_whaling","fished"
75671.2163026369,32877.8370013328,6.7354582867374e-13,6.94611532902308e-13,2.85183315628795e-13,5.81456339771526e-13,7.84954622466492e-13,9.27692476253231e-13,2.04863181433267e-17,2.11270447284641e-17,8.6740291223305e-18,2.82163475722453e-17,5.09680320913094e-08,5.25620995525567e-08,2.15801683628497e-08,7.01996180328871e-08,1.55022461146831e-12,1.59870917148309e-12,6.56374333931242e-13,2.13516534040975e-12,2112,"post_whaling","fished"
108549.05330397,47162.6895344688,7.17149614591552e-13,7.37373761692401e-13,3.00958543019334e-13,6.10011764838778e-13,8.37705132495001e-13,1.00259457294063e-12,1.52058676396609e-17,1.56346843017401e-17,6.38128457028259e-18,2.12582145513114e-17,7.78459117412196e-08,8.0041223762897e-08,3.26687649284907e-08,1.08830691740403e-07,1.65058253695066e-12,1.69713017966032e-12,6.92682398967404e-13,2.30755906447752e-12,2112,"post_whaling","fished"
155711.742838438,67654.0638617596,3.0966237480094e-12,3.18702483193661e-12,8.73214299704802e-13,2.47006542127431e-12,3.79861877905263e-12,4.65049963043848e-12,4.57714373867748e-17,4.71076628663252e-17,1.29070487397339e-17,6.87393981230904e-17,4.8218068071744e-07,4.9625719105023e-07,1.35969720478481e-07,7.24137402525089e-07,7.12715028771517e-12,7.33521628596108e-12,2.00977905416464e-12,1.07035314834117e-11,2112,"post_whaling","fished"
223365.806700198,97048.5865456401,9.12841987195427e-13,8.84272714321024e-13,9.50494155022654e-14,5.12868972699789e-13,1.25173354404434e-12,1.80603735669716e-12,9.4060307283933e-18,9.11164959527944e-18,9.79400307469347e-19,1.86096204074834e-17,2.03897686859718e-07,1.97516288177289e-07,2.12307893700458e-08,4.03406991109354e-07,2.10098564149442e-12,2.03523096221912e-12,2.18764539760312e-13,4.15675287470199e-12,2112,"post_whaling","fished"
320414.393245838,139214.521832002,1.10955804082159e-15,1.04750776326879e-15,9.69457442282498e-16,1.00675828210039e-15,1.08565739993216e-15,1.63121656031424e-15,7.97013146488093e-21,7.52441447547317e-21,6.96376663529683e-21,1.17172873838745e-20,3.55518366420891e-10,3.35636564388075e-10,3.10628118146609e-10,5.2266526442565e-10,2.55374483740938e-15,2.41093069868894e-15,2.23129106115424e-15,3.75438752759126e-15,2112,"post_whaling","fished"
459628.91507784,199700.827995044,2.5353546843181e-15,2.5437363915883e-15,1.70502815443211e-15,2.16520160251558e-15,2.8456986350146e-15,3.32605607938335e-15,1.26957645082024e-20,1.27377358277725e-20,8.53791229385601e-21,1.66551942361796e-20,1.16532232289065e-09,1.16917479790975e-09,7.83680240798802e-10,1.52875154725502e-09,5.83534046698879e-15,5.8546316990672e-15,3.92427136465479e-15,7.65520885718593e-15,2112,"post_whaling","fished"
659329.743072884,286467.389874973,8.36623006757369e-16,7.78695446200675e-16,7.04780683782863e-16,7.33553814511066e-16,8.12865284710066e-16,1.38465572639134e-15,2.92048252725208e-21,2.71826907258286e-21,2.46024751400312e-21,4.83355444749109e-21,5.51610432094199e-10,5.13417068475516e-10,4.64682867161287e-10,9.12944704325999e-10,1.92556099434196e-15,1.79223564922902e-15,1.62211436130338e-15,3.1869062119931e-15,2112,"post_whaling","fished"
945797.132947857,410932.524845698,1.13119633943286e-15,1.04493565762876e-15,9.27840161401053e-16,9.81679616058543e-16,1.10530024856207e-15,1.93597604645252e-15,2.75275445733485e-21,2.54283999063138e-21,2.25788932562457e-21,4.71117745469153e-21,1.06988225463671e-09,9.88297149100268e-10,8.77548564486993e-10,1.83104059419052e-09,2.60354727345674e-15,2.40501077268432e-15,2.13550525068929e-15,4.45581812945583e-15,2112,"post_whaling","fished"
1356729.65779355,589475.612040031,2.72789631113506e-14,2.52491748268775e-14,9.95246695361521e-15,1.68013360791482e-14,3.62522081084778e-14,5.04616960122215e-14,4.62766610766894e-20,4.28332814982732e-20,1.68835940797825e-20,8.56043829151574e-20,3.70101782870256e-08,3.42563043224392e-08,1.350280708418e-08,6.84628795623437e-08,6.27849185464051e-14,5.81131833493272e-14,2.29064728181885e-14,1.1614200513811e-13,2112,"post_whaling","fished"
1946205.26983358,845592.588029984,2.47698918490757e-17,2.31067762579583e-17,1.81635307126129e-17,2.00427392380379e-17,2.57510153849359e-17,4.35516146328291e-17,2.92929387032392e-23,2.73261338676007e-23,2.14802387931631e-23,5.1504253052044e-23,4.82072940498792e-11,4.4970529722104e-11,3.53499591916713e-11,8.47603819081735e-11,5.70100716731564e-17,5.31822657373025e-17,4.18049539365379e-17,1.00237848708731e-16,2112,"post_whaling","fished"
2791797.85786357,1212987.96816498,6.83240975199685e-16,2.6182948925801e-16,8.62477786195235e-17,1.54621452629879e-16,5.0957908956484e-16,2.30355216364492e-15,5.63271024224006e-22,2.15854976413417e-22,7.11035730634656e-23,1.89907255809779e-21,1.9074706909671e-09,7.30975007236026e-10,2.40786363595477e-10,6.43105199594087e-09,1.5725388388252e-15,6.02623460760168e-16,1.98506802965029e-16,5.3018266996249e-15,2112,"post_whaling","fished"
4004785.82602855,1740010.29779703,2.6817405523788e-18,2.42257867880438e-18,2.00746235725678e-18,2.28730891644176e-18,2.59249247823476e-18,4.58783912913404e-18,1.54122108114766e-24,1.392278357129e-24,1.15370717046811e-24,2.63667355011781e-24,1.07397965532526e-11,9.70190875531476e-12,8.03945679462780e-12,1.83733131164552e-11,6.17226034055655e-18,5.57577663051652e-18,4.62035012367818e-18,1.05593128613762e-17,2112,"post_whaling","fished"
5744796.12382558,2496014.73048404,5.0238812452953e-18,4.70364578524582e-18,3.54379330258035e-18,4.33317202617572e-18,5.05172249405547e-18,8.30543342852042e-18,2.01276105623024e-24,1.88446235024169e-24,1.41978060437693e-24,3.32747772963255e-24,2.88611735045324e-11,2.70214860749287e-11,2.03583700283026e-11,4.77130217668555e-11,1.15629019140186e-17,1.08258520051637e-17,8.15635011270733e-18,1.9115681163309e-17,2112,"post_whaling","fished"
8240810.85430961,3580490.03657106,2.80171161360822e-15,2.1369766113939e-17,5.34405896423766e-18,1.17057709246753e-17,5.34708919183616e-17,1.32613798306813e-14,7.82493900273869e-22,5.96839144800533e-24,1.49254959786329e-24,3.70378906105861e-21,2.30883754760679e-08,1.76104200545806e-10,4.40393791185603e-11,1.09284522851801e-07,6.44838422680796e-15,4.9184385027491e-17,1.22998189266673e-17,3.0522225096445e-14,2112,"post_whaling","fished"
11821300.8908807,5136151.13941999,8.36698070159835e-18,7.37507017478051e-18,5.99260915121335e-18,6.91188100346735e-18,8.1098425260234e-18,1.36408885539624e-17,1.62903708915061e-24,1.43591377562409e-24,1.16675093636168e-24,2.65585808978021e-24,9.8908596421786e-11,8.71829236274404e-11,7.08404358979381e-11,1.6125304801536e-10,1.92573375932538e-17,1.69743687950129e-17,1.37925138834481e-17,3.13956976027715e-17,2112,"post_whaling","fished"
16957452.0303007,7367720.13258517,1.81591212022716e-20,1.81279389140476e-20,1.30285487833045e-20,1.44226268694104e-20,2.05022230366705e-20,2.62708816344907e-20,2.46468661614322e-27,2.46045433157447e-27,1.76832840401785e-27,3.56567312027809e-27,3.07932426699937e-13,3.07403654543183e-13,2.20930991017318e-13,4.45487215110582e-13,4.17948050629728e-20,4.17230363004196e-20,2.99863440849507e-20,6.04647308928483e-20,2112,"post_whaling","fished"
24325172.1628858,10568867.324693,1.52540541897834e-20,1.49021403228466e-20,1.05681055910081e-20,1.19236778372305e-20,1.71063244126057e-20,2.38221786705595e-20,1.4433007550529e-27,1.41000353822489e-27,9.99927926648946e-28,2.25399543193258e-27,3.71057494348471e-13,3.62497128948728e-13,2.57070987936828e-13,5.79478597456387e-13,3.5108539349485e-20,3.42985788175987e-20,2.43234189662131e-20,5.48288269361181e-20,2112,"post_whaling","fished"
34894039.487579,15160857.7031781,1.77465335054275e-20,1.765890362728e-20,1.01297628760604e-20,1.19749249406915e-20,2.11374547300154e-20,2.80425571605624e-20,1.17054944072902e-27,1.16476943277281e-27,6.68152361454915e-28,1.84966825159792e-27,6.1924824090603e-13,6.16190480477662e-13,3.53468345797064e-13,9.78518096893355e-13,4.08451984069621e-20,4.06435105810993e-20,2.33145348843269e-20,6.45423970101791e-20,2112,"post_whaling","fished"
50054897.1907571,21747988.6192715,2.35300642170777e-18,3.67038670886041e-20,1.10516517664741e-20,1.2655117003006e-20,3.40621761139426e-19,5.40143504396059e-18,1.08194208802496e-25,1.68769019200607e-27,5.08168914374035e-28,2.48364809202366e-25,1.17779494527774e-10,1.83720829362329e-12,5.5318929295891e-13,2.70368275808e-10,5.41564999824424e-18,8.44771590507127e-20,2.5436342764531e-20,1.24318749904264e-17,2112,"post_whaling","fished"
71802885.8100286,31197114.189972,1.82197336966715e-20,1.67917044479413e-20,1.43960933718735e-20,1.56742516263767e-20,1.80291582921915e-20,3.477617438912e-20,5.84019841890633e-28,5.38245439808622e-28,4.6145593096239e-28,1.1147240792002e-27,1.30822945811123e-12,1.20569283703128e-12,1.03368104849114e-12,2.49702967857163e-12,4.19343100180641e-20,3.86475758523471e-20,3.31338675172529e-20,8.00404057685014e-20,2112,"post_whaling","fished"
103000000.000001,44751721.6796645,2.04621266123618e-17,5.69622919291624e-18,3.63906787407955e-20,1.82243268529171e-18,1.25966017115889e-17,1.11987200602514e-16,4.57236634577568e-25,1.27285140752577e-25,8.13168239677619e-28,2.50241100005326e-24,2.10759904107327e-09,5.86711606870376e-10,3.74823991030196e-12,1.1534681662059e-08,4.70953733614897e-17,1.31103694975155e-17,8.37563286867952e-20,2.57748333005487e-16,2112,"post_whaling","fished"
3.16227766016838e-08,1.37395504584151e-08,460887337161.957,475858726911.909,249348103978.181,322269449736.632,585017131075.034,618034706112.945,33544571822557552640,34634228270580719616,18148199588689084416,44982163571037208576,14574.5373016175,15047.974215097,7885.07938815544,19543.973443497,1060772500943.87,1095230463372.3,573896461315.885,1422460909667.31,2112,"peak_krill","fished"
4.53623270600988e-08,1.97091479158781e-08,313282861424.548,312360870449.666,178276933597.766,224327232087.884,398412442635.735,424400592619.462,15895302159265886208,15848522309684498432,9045390209596156928,21533178117637267456,14211.239622264,14169.4159661149,8087.05656913339,19251.7984869038,721047895267.714,718925852431.181,410319949073.917,976795068415.625,2112,"peak_krill","fished"
6.50714749759769e-08,2.82724324020403e-08,209628297335.924,203200284004.548,124107988128.248,151449744064.047,266393757108.392,288106749726.309,7414583024020093952,7187223268058227712,4389717388422916096,1.019037717128e+19,13640.8225043512,13222.5421957133,8075.88984380613,18747.5311552256,482477853704.827,467683219034.21,285645385192.373,663102873096.714,2112,"peak_krill","fished"
9.33439073780173e-08,4.0556316150227e-08,138017290798.973,133291409722.219,83478483533.963,100132673042.425,175053459419.674,192982172936.852,3403102251391261696,3286575862277191168,2058334963775937024,4758375297746851840,12883.0732089042,12441.9410033961,7792.20783505158,18013.710076226,317658861351.788,306781832879.229,192133028211.636,444165343062.727,2112,"peak_krill","fished"
1.33900223528244e-07,5.81773353027263e-08,89402990008.3652,86176404261.9816,53804939611.5296,65542808624.22,112173171093.195,126776033260.551,1536732295199769344,1481271079425722368,924843658300179968,2179130972583574528,11971.0803462135,11539.0397935397,7204.4934409075,16975.3391916119,205768797830.321,198342528641.028,123836772575.073,291786124326.261,2112,"peak_krill","fished"
1.92077558830971e-07,8.34543830457565e-08,57001856989.1467,54868612856.0576,33117553145.1063,42395084345.6123,70758995811.8214,81943091882.6812,683030116679355008,657468318062745088,396834197755059712,981890811387980032,10948.7775393074,10539.0292138332,6361.13876256694,15739.4290518873,131194757419.803,126284909542.196,76222943965.4385,188599190089.964,2112,"peak_krill","fished"
2.75531941876727e-07,1.19713871618686e-07,35809275570.2089,34223616651.1375,19528757377.4308,27044979609.6826,44034830773.4801,52207348158.2251,299123861637930048,285878454922474272,163128609186026048,436101075441920000,9866.59923505849,9429.69955393261,5380.79644264297,14384.7920182701,82418178458.7643,78768645825.5077,44947142464.6754,120159776171.041,2112,"peak_krill","fished"
3.95245813495413e-07,1.71727481947565e-07,22199005877.8573,20936677958.9514,11654852001.9382,16843415743.6851,27172242835.9267,32810117703.807,129268802093281008,121918039684202320,67868298479429440,191059213887647552,8774.06413698317,8275.13431177723,4606.5314606747,12968.0616627215,51092952842.9365,48187594774.7486,26824660843.0516,75515354418.8175,2112,"peak_krill","fished"
5.66973295442978e-07,2.46340107936565e-07,13609954836.4336,12764721579.7114,7043995946.10156,10401049388.5151,16576943483.8756,20432005407.3867,55248635516301440,51817471733017176,28594596329053552,82942260513452960,7716.48094444288,7237.25625946105,3993.75759464818,11584.4014383348,31324500947.4054,29379122709.9921,16212372512.5452,47026046774.8025,2112,"peak_krill","fished"
8.13313403379543e-07,3.53370631712445e-07,8273909456.44231,7762009669.55607,4225892036.71774,6326405454.9918,10061855891.2086,12598721487.0854,23414253234194084,21965633170875408,11958809412765682,35652995343816752,6729.28145927329,6312.94650141157,3436.97463469741,10246.7090508924,19043125985.4929,17864943871.5913,9726259983.86378,28997058983.7546,2112,"peak_krill","fished"
1.16668403509199e-06,5.06904070160624e-07,5002505861.73131,4677072423.41418,2539998232.03356,3810450730.87115,6080518305.03341,7729133091.93377,9868742738929190,9226740716309790,5010806544182430,15247723478496876,5836.343724336,5456.66572736632,2963.37538647543,9017.4561834603,11513704599.9387,10764691089.6518,5846027998.0321,17789275553.8596,2112,"peak_krill","fished"
1.67358810525261e-06,7.27145136821956e-07,3017471440.13474,2794473483.92944,1496704631.1545,2262604877.46374,3677016795.80399,4726878191.07709,4149751249554981,3843075257496606,2058329974805259,6500597957288522,5050.00431014896,4676.79758314814,2504.86706777667,7910.84711556459,6944974331.01238,6431725038.53694,3444796562.51899,10879323418.3475,2112,"peak_krill","fished"
2.40073324207457e-06,1.04307714443145e-06,1821331250.67751,1678114793.69079,901629558.049499,1346221442.63766,2216195266.94141,2903337844.23881,1746113660337431,1608811776434316,864393935638340,2783435395683357,4372.53047833074,4028.70596923058,2164.57205204643,6970.13967563722,4191953108.81257,3862327911.9269,2075179255.53463,6682285881.58401,2112,"peak_krill","fished"
3.44381038650601e-06,1.49627615470344e-06,1102981403.38445,1007555356.54027,549964639.829817,803294905.043629,1355630862.85782,1786130892.1201,737150959679008,673375267909665,367555573281739,1193717407382002,3798.45881309836,3469.82960183315,1893.97393885696,6151.09611794243,2538608131.36544,2318976741.64357,1265791700.88582,4110936406.09516,2112,"peak_krill","fished"
4.94008654120945e-06,2.14638231034622e-06,671472205.557699,606484967.8275,337535455.73331,479976819.435159,836725691.136924,1103908993.96918,312839051235653,282561482595183,157257844563052,514311447987625,3317.13080547181,2996.08822701048,1667.45436204912,5453.40596382723,1545451986.57398,1395878177.23265,776867361.425542,2540743062.19361,2112,"peak_krill","fished"
7.08646885155566e-06,3.07894836637309e-06,412098645.693438,370873271.780371,210147260.485963,290263331.916455,518351900.345751,688660307.436321,133843961202531,120454527861163,68252934274928.9,223667377783130,2920.32421647482,2628.18188834614,1489.20201567353,4880.16981795023,948481062.030564,853597259.716978,483672292.76656,1585011905.76928,2112,"peak_krill","fished"
1.01654172179288e-05,4.4166982727613e-06,254080920.989294,227776368.292915,131257649.479039,176169593.257655,320508844.214411,428975279.600628,57527344024441,51571638863732,29718500421125,97125783358625.2,2582.83856897176,2315.44181608208,1334.28876999908,4360.71269331803,584789453.447763,524247225.662185,302100955.871927,987324110.458587,2112,"peak_krill","fished"
1.45821154906901e-05,6.33567741689399e-06,157429169.74657,141620347.249414,80026325.736023,108400023.835735,200888200.131804,268299340.868463,24848040609957.1,22352834263907.7,12631060653851.1,42347380274293.5,2295.65033484794,2065.12425942259,1166.95312417827,3912.37197461995,362336997.891751,325951610.780556,184187585.224368,617514389.887918,2112,"peak_krill","fished"
2.0917792907584e-05,9.08841986750539e-06,98001231.923767,89101859.9403545,49427927.8541711,67385047.0738394,126437203.1967,166607110.387144,10783088078287.3,9803889041144.33,5438561221285.01,18331801657054.7,2049.96947406947,1863.81425391289,1033.92315870456,3485.05303200928,225558403.325853,205075720.65159,113762697.342057,383460830.685177,2112,"peak_krill","fished"
3.00062127750894e-05,1.30371813861319e-05,64657770.5670938,59683609.4679469,32276752.4356412,44769393.1131366,83569007.0875255,108795055.286885,4959489988830.9,4577953447164.16,2475746212289.04,8344982865898.74,1940.13482119913,1790.87908488056,968.503101272736,3264.52757781588,148815511.860786,137367045.210062,74287767.6230665,250401331.478633,2112,"peak_krill","fished"
4.30433941612213e-05,1.87016116082627e-05,44872161.9559892,41988925.256557,22664703.4933756,31793395.4780633,57888823.5187976,73628096.834471,2399374069781.44,2245203575824.74,1211911784295.74,3936992082647.07,1931.4501539378,1807.34586022404,975.565766012575,3169.20319338671,103277203.825816,96641182.486408,52164796.6200705,169461502.022986,2112,"peak_krill","fished"
6.17450057694841e-05,2.68271389641283e-05,26877467.2928123,25732545.1644941,14122333.968776,19737465.5576017,34066561.969791,42484916.9836483,1001876022961.35,959198265566.158,526419682235.2,1583654412065.96,1659.54937306381,1588.8561496452,871.983592380652,2623.23144427141,61860840.8180562,59225702.4414616,32503786.3167824,97782750.8098814,2112,"peak_krill","fished"
8.85721447336123e-05,3.84830676668889e-05,15561130.9689356,14972496.5538577,8679318.60809322,11965056.2186069,19306058.2453505,23704240.7311662,404363059193.551,389067126442.734,225536037906.899,615965466587.83,1378.28274439926,1326.1461317918,768.745863945167,2099.53544084124,35815303.4038174,34460509.8343764,19976210.5921354,54557382.4575243,2112,"peak_krill","fished"
0.000127055212400501,5.52032961485229e-05,8767756.70079228,8613026.45323805,5170849.7771311,6945552.77216871,10712329.3149111,12640661.6753244,158826688123.892,156023771299.18,93669221548.2763,228983820844.956,1113.98918989508,1094.3299054273,656.983416724476,1606.06195404122,20179758.5944493,19823633.4019446,11901162.8392059,29093587.9937342,2112,"peak_krill","fished"
0.000182258508549024,7.91881752265693e-05,4787279.72407102,4832679.6602222,2793798.92903271,3899247.77661463,5836069.10001079,6500146.92138319,60454477077.8452,61027794192.6958,35280506477.6304,82084817623.1526,872.52246251617,880.796987167304,509.193625991363,1184.70708324083,11018342.8273193,11122834.7495975,6430172.4914671,14960656.4345145,2112,"peak_krill","fished"
0.000261446683775594,0.00011359407015919,2524297.85021715,2626007.55929065,1423413.67008605,2052882.34526289,3057071.85917078,3451611.56212728,22222091757.7794,23117470441.9922,12530704006.7434,30385490697.6238,659.969301801133,686.560967946182,372.146783684843,902.412396599674,5809892.19662838,6043985.98433916,3276111.0079366,7944185.77778788,2112,"peak_krill","fished"
0.000375040753934783,0.000162948732413795,1282180.48960689,1345358.74656217,602824.734149082,947191.96006931,1595945.6317316,1896433.49958338,7868612849.04567,8256331464.70723,3699474830.02359,11638221859.6678,480.869937502637,504.564358623432,226.083842785807,711.239849470931,2951050.49532701,3096460.77725927,1387453.8294148,4364807.50071008,2112,"peak_krill","fished"
0.000537989486348578,0.000233747143297641,625763.211030665,599899.001002948,228041.945160174,394409.831935699,871524.719798978,1040516.84524774,2677094582.64416,2566444203.5087,975592436.951401,4451463365.79094,336.654028478224,322.739355410601,122.684168942653,559.787123111872,1440248.73942329,1380719.99878793,524858.474041041,2394840.48966138,2112,"peak_krill","fished"
