"w","n_unfished","n_density_unfished","biomass_unfished","biomass_density_unfished","n_mean","n_median","n_q05","n_q95","n_density_mean","biomass_mean","biomass_median","biomass_q05","biomass_q95","biomass_density_mean","period","n_ratio","n_ratio_median","biomass_ratio","biomass_ratio_median","n_diff","biomass_diff","log_n_ratio","log_biomass_ratio","period_label"
3.44381038650601e-06,1924281134.04969,1286046782207185,6626.8593559979,4428901266.09774,1087276374.55514,994478068.700636,561350934.058425,1741813537.76444,726654883282989,3744.37367169561,3424.79390214369,1933.18617718526,5998.47555270997,2502461634.45527,"peak_whaling",0.565029898862515,0.516804977767325,0.565029898862515,0.516804977767325,-837004759.49455,-2882.4856843023,-0.247928570645256,-0.247928570645256,"Peak Whaling (1930-1950)"
4.94008654120945e-06,1208327424.01995,562960017977898,5969.24204477522,2781071208.05164,661588037.797995,598721935.804767,342012905.128302,1075802070.69703,308234015258577,3268.30216135104,2957.738176996,1689.57334954427,5314.55533045564,1522702710.32184,"peak_whaling",0.547523812376101,0.495496439047041,0.547523812376101,0.495496439047041,-546739386.221952,-2700.93988342418,-0.261596988161533,-0.261596988161533,"Peak Whaling (1930-1950)"
7.08646885155566e-06,757810778.607067,246126497892443,5370.20247797213,1744167760.85728,405984232.722806,364622937.042376,212575066.509571,670983450.980716,131858084129239,2876.99461941289,2583.88908591354,1506.40658743745,4754.90332528417,934408206.007656,"peak_whaling",0.535732987948582,0.481153009874826,0.535732987948582,0.481153009874826,-351826545.884262,-2493.20785855924,-0.271051610967163,-0.271051610967163,"Peak Whaling (1930-1950)"
1.01654172179288e-05,472908470.601161,107072849761480,4807.3119095534,1088440190.53805,250358441.83088,225176236.696198,132234600.147138,420309297.068158,56684524585909,2544.99801524144,2289.01039357993,1344.21988114164,4272.61936527218,576221842.215705,"peak_whaling",0.529401474904064,0.476151836337281,0.529401474904064,0.476151836337281,-222550028.770281,-2262.31389431196,-0.276214853095487,-0.276214853095487,"Peak Whaling (1930-1950)"
1.45821154906901e-05,292479638.107842,46163909375807.1,4264.97186156378,673167458.019768,155211190.144141,140325870.181909,80772601.6817699,262355141.258067,24497962874541.7,2263.30750012932,2046.24804532418,1177.83540620707,3825.69296940144,357232123.923204,"peak_whaling",0.530673489437622,0.47977996379416,0.530673489437622,0.47977996379416,-137268447.963701,-2001.66436143446,-0.275172607638246,-0.275172607638246,"Peak Whaling (1930-1950)"
2.0917792907584e-05,178724090.874125,19665034569225.1,3738.51352050119,411349120.639531,96714067.6402049,87884397.2966549,49631574.3788592,163667259.33025,10641461227599.6,2023.04483814788,1838.34762245927,1038.18299453433,3423.55783642202,222595882.193014,"peak_whaling",0.541136156671348,0.491732238596483,0.541136156671348,0.491732238596483,-82010023.2339205,-1715.46868235331,-0.266693447183214,-0.266693447183214,"Peak Whaling (1930-1950)"
3.00062127750894e-05,113323800.57689,8692354368670.22,3400.41807259196,260824634.702797,63900506.5199132,58790417.6664351,32384052.7757808,107020228.737143,4901405037432.89,1917.41219507251,1764.07778163543,971.722778109803,3211.27175472544,147072602.450106,"peak_whaling",0.563875427709089,0.518782615541966,0.563875427709089,0.518782615541966,-49423294.0569766,-1483.00587751945,-0.248816830474368,-0.248816830474368,"Peak Whaling (1930-1950)"
4.30433941612213e-05,73323995.5026059,3920731380722.82,3156.11363989429,168761586.220722,44438167.4199967,41637468.5782403,22789810.571302,72295246.5889562,2376167805792.9,1912.76955606126,1792.21797188866,980.95079928012,3111.83279491114,102278327.457948,"peak_whaling",0.606052181354702,0.567855969834057,0.606052181354702,0.567855969834057,-28885828.0826093,-1243.34408383303,-0.217489981281288,-0.217489981281288,"Peak Whaling (1930-1950)"
6.17450057694841e-05,39687825.6239078,1479390913692.89,2450.52502212646,91345000.5012897,26683782.5167225,25546592.5132216,14193867.1403955,41745565.5349465,994656290124.807,1647.59030544669,1577.37450211953,876.400408475012,2577.58018480565,61415058.3724098,"peak_whaling",0.672341759651561,0.643688388356364,0.672341759651561,0.643688388356364,-13004043.1071853,-802.934716679775,-0.172409913551155,-0.172409913551155,"Peak Whaling (1930-1950)"
8.85721447336123e-05,20074333.7907754,521640685314.896,1778.02679794741,46202834.2786517,15491664.9127383,14975536.0045471,8722637.68847445,23279998.0132113,402557952157.943,1372.12998681568,1326.41534245816,772.582727802421,2061.95935342436,35655421.2021999,"peak_whaling",0.771715020493335,0.746004134464906,0.771715020493335,0.746004134464906,-4582668.87803713,-405.896811131725,-0.112543046654431,-0.112543046654431,"Peak Whaling (1930-1950)"
0.000127055212400501,9520682.50174214,172465833853.961,1209.65233745658,21912683.1521446,8753513.60186396,8591689.77302904,5284698.55679267,12483732.8199856,158568676376.006,1112.1795299355,1091.61896899142,671.448497605915,1586.12332499438,20146976.8570198,"peak_whaling",0.919420808357195,0.902423725552963,0.919420808357195,0.902423725552963,-767168.89987818,-97.4728075210812,-0.0364856715097421,-0.0364856715097421,"Peak Whaling (1930-1950)"
0.000182258508549024,4200222.16577512,53041027322.0421,765.526227508725,9667178.53162344,4792470.46452301,4830905.47715376,2847573.38295918,6444691.38641802,60520026516.7247,873.468519129214,880.473627207357,518.99447776204,1174.59984014729,11030289.7702856,"peak_whaling",1.14100404106567,1.15015475050765,1.14100404106567,1.15015475050765,592248.298747899,107.942291620489,0.0572871825509179,0.0572871825509179,"Peak Whaling (1930-1950)"
0.000261446683775594,1710598.98703572,15058875737.4263,447.230432430378,3937093.12293884,2532872.80874254,2620498.63855338,1468162.3499824,3441928.54238871,22297579488.0225,662.211196271111,685.120678888239,383.846177647082,899.88080320009,5829628.21336619,"peak_whaling",1.48069350440323,1.53191873631027,1.48069350440323,1.53191873631027,822273.821706824,214.980763840733,0.170465171200539,0.170465171200539,"Peak Whaling (1930-1950)"
0.000375040753934783,638699.772252121,3919636334.63681,239.53844412341,1470023.36609236,1288628.45352392,1351743.41839432,624911.384842762,1890823.74532086,7908183355.8027,483.288186751425,506.958870760988,234.367236913859,709.135963002925,2965891.04801475,"peak_whaling",2.01758088777781,2.11639877939511,2.01758088777781,2.11639877939511,649928.681271799,243.749742628015,0.304830955246083,0.304830955246083,"Peak Whaling (1930-1950)"
0.000537989486348578,217324.941954317,929743734.568711,116.918533892737,500192.354196429,629324.518127167,597689.499254447,240280.780759238,1042066.87753205,2692330307.22355,338.569974253801,321.550666699839,129.268533820097,560.621024184332,1448445.39906391,"peak_whaling",2.89577676850113,2.75021124533458,2.89577676850113,2.75021124533458,411999.576172851,221.651440361064,0.4617650796436,0.4617650796436,"Peak Whaling (1930-1950)"
0.000771736629646219,67184.7091393661,200368203.309183,51.8489009949759,154631.481910097,293586.6860811,248608.491892817,79578.2550562411,565671.013630958,875577755.104087,226.571599625231,191.860279634792,61.4134543502307,436.549041548116,675715.425717231,"peak_whaling",4.36984382074338,3.70037312176362,4.36984382074338,3.70037312176362,226401.976941734,174.722698630255,0.640465915459801,0.640465915459801,"Peak Whaling (1930-1950)"
0.00110704287100476,19062.7609534427,39632260.05322,21.1032936151767,43874.610953724,129445.480715523,92227.5454741014,24320.7130772699,300197.176843701,269122451.20008,143.301696609904,102.099846727371,26.9240720299438,332.331144520574,297930.091028374,"peak_whaling",6.79048963744913,4.83810008945452,6.79048963744913,4.83810008945452,110382.71976208,122.198402994727,0.831901090801195,0.831901090801195,"Peak Whaling (1930-1950)"
0.00158803388508885,5315.70817888502,7704222.95796333,8.44152471131336,12234.5671155252,52713.7358772917,29304.2098218335,7362.04762943457,148600.580079493,76399674.4138484,83.7111987827631,46.536078172825,11.6911810991801,235.982756510095,121325.271778947,"peak_whaling",9.91659701837668,5.51275744184664,9.91659701837668,5.51275744184664,47398.0276984067,75.2696740714498,0.996362665129016,0.996362665129017,"Peak Whaling (1930-1950)"
0.00227800719036431,1761.04637274441,1779275.41616497,4.01167629967674,4053.20219166224,18778.4981670098,8089.2967255308,2563.82061839451,63450.7996519082,18972879.2257698,42.7775538486914,18.4274761057496,5.84040180350696,144.541377841412,43220.3552982171,"peak_whaling",10.6632616026718,4.59346037147477,10.6632616026718,4.59346037147477,17017.4517942654,38.7658775490146,1.02789006392006,1.02789006392006,"Peak Whaling (1930-1950)"
0.00326776198422312,811.034720457617,571237.233709896,2.65026842739642,1866.66731628997,4893.16842086163,2162.29886542574,956.724374665487,17561.0124164351,3446412.24636163,15.9897097480927,7.065878030967,3.12634754091151,57.3852087788968,11262.0549206215,"peak_whaling",6.03324160783241,2.66609901017022,6.03324160783241,2.66609901017022,4082.13370040401,13.3394413206963,0.780550717467469,0.780550717467469,"Peak Whaling (1930-1950)"
0.0046875481476536,482.138529888385,236730.150603111,2.26004757269073,1109.68397895337,682.817553780269,679.251916717297,287.791898391053,1103.81686353093,335263.606454086,3.20074015940806,3.18402606399832,1.34903838021269,5.17419469399324,1571.56429740952,"peak_whaling",1.41622689632032,1.40883143455584,1.41622689632032,1.40883143455584,200.679023891884,0.940692586717336,0.151132838047136,0.151132838047136,"Peak Whaling (1930-1950)"
0.00672420688613729,306.594321772254,104942.285155888,2.06160364971158,705.653636492207,450.650970664152,444.467564965657,197.891322240399,731.52547408417,154250.549703087,3.03027036018435,2.98869186100674,1.33066219171571,4.91892863022162,1037.21260850396,"peak_whaling",1.46986078561137,1.44969274837327,1.46986078561137,1.44969274837327,144.056648891898,0.968666710472762,0.167276203521063,0.167276203521063,"Peak Whaling (1930-1950)"
0.00964575868307804,203.08598923357,48458.6205174566,1.9589184440612,467.42015962624,312.605871478941,306.356567165476,139.64089293399,521.572916546083,74591.3066415651,3.01532079919917,2.95504151785437,1.3469423555308,5.03096648863272,719.489743720013,"peak_whaling",1.53927837493217,1.50850665928084,1.53927837493217,1.50850665928084,109.519882245371,1.05640235513797,0.187317168086409,0.187317168086409,"Peak Whaling (1930-1950)"
0.0138366742944791,139.616154676159,23223.7009784095,1.93182325850164,321.338786350629,225.161601025353,220.168724114341,103.722045099347,389.836652801536,37453.2997715174,3.11548773701126,3.04640292540117,1.43516815519695,5.39404279286481,518.229110191976,"peak_whaling",1.61271882575205,1.57695737019132,1.61271882575205,1.57695737019132,85.5454463491932,1.18366447850963,0.207558655629045,0.207558655629045,"Peak Whaling (1930-1950)"
0.0198484703818451,90.2860397174905,10469.3817680393,1.7920397852267,207.801213939157,154.018648773005,148.158597455503,69.8909920382684,280.062503613875,17859.6828307862,3.05703458842279,2.94072153341127,1.38722928542934,5.55881230804539,354.487385696007,"peak_whaling",1.7058966065511,1.6409912088192,1.7058966065511,1.6409912088192,63.7326090555144,1.26499480319609,0.231952705281051,0.231952705281051,"Peak Whaling (1930-1950)"
0.0284722880740333,58.3610132073782,4717.67403923177,1.66167158033294,134.322974284395,106.323956810948,100.840110520222,45.8741345452535,203.452512316181,8594.80915817954,3.0272863274924,2.87114867614913,1.30614157391942,5.79275854005211,244.713882293028,"peak_whaling",1.82183192113441,1.7278677147345,1.82183192113441,1.7278677147345,47.9629436035702,1.36561474715947,0.260508307274206,0.260508307274206,"Peak Whaling (1930-1950)"
0.0408430056611436,37.8877053096898,2135.05017090672,1.5474477624514,87.2018662171688,74.3632559218494,69.3796246406787,30.5167630251665,149.927291129391,4190.5225182513,3.03721888259717,2.83367240196726,1.24639632499665,6.12348120035764,171.153534936088,"peak_whaling",1.96272789059175,1.83119099120882,1.96272789059175,1.83119099120882,36.4755506121596,1.48977112014577,0.29286009389143,0.29286009389143,"Peak Whaling (1930-1950)"
0.0585885864563713,24.6258880854875,967.400612464016,1.44279597316151,56.6786344212946,52.5631346818068,47.4551443919776,20.3316582848412,112.025490971117,2064.88425951124,3.07959976072293,2.78032983000896,1.19120311922282,6.56341516307871,120.978649960775,"peak_whaling",2.13446656215348,1.92704296499844,2.13446656215348,1.92704296499844,27.9372465963194,1.63680378756142,0.329289355679681,0.329289355679681,"Peak Whaling (1930-1950)"
0.0840443157253079,15.9405283707777,436.537788159673,1.33971079922187,36.6885196941192,37.4344540760279,32.0192089709704,13.6291375945315,84.0290804117354,1025.15759849414,3.14615307737023,2.69103250803085,1.14545154305847,7.06216656423118,86.1586688760397,"peak_whaling",2.34838226219986,2.00866672836694,2.34838226219986,2.00866672836694,21.4939257052503,1.80644227814836,0.370768791405075,0.370768791405075,"Peak Whaling (1930-1950)"
0.12056011986217,10.200001208057,194.726038536244,1.22971336823763,23.4761945462152,26.7808705605629,21.5675934715078,9.15138530417811,64.3872561149378,511.267864232316,3.22870496479473,2.60019165406354,1.10329210917662,7.76253531481315,61.6385149935237,"peak_whaling",2.62557523418807,2.11446969775567,2.62557523418807,2.11446969775567,16.5808693525059,1.99899159655709,0.419224467233475,0.419224467233475,"Peak Whaling (1930-1950)"
0.172941410442158,6.38811858251292,85.0161530462745,1.10477023773155,14.7028134181891,19.2009596978115,13.8960403401041,6.01933074786058,50.1964283001355,255.535602105612,3.32064105198256,2.40320081597873,1.04099154945286,8.6810411093841,44.1926874463308,"peak_whaling",3.00573000482066,2.17529467567237,3.00573000482066,2.17529467567237,12.8128411152986,2.21587081425101,0.477949966709039,0.477949966709039,"Peak Whaling (1930-1950)"
0.248081467403285,3.86646110494143,35.8712739133427,0.959197344571596,8.89899827004723,13.8013059542005,9.05057377201372,3.80651958083363,39.6590033958139,128.042262112055,3.42384823319976,2.24527962220285,0.944326963312545,9.83866375818537,31.7649122743945,"peak_whaling",3.56949302724451,2.34079007298092,3.56949302724451,2.34079007298092,9.93484484925909,2.46465088862816,0.552606537931483,0.552606537931483,"Peak Whaling (1930-1950)"
0.355868581802455,2.2207561298773,14.3627862941074,0.790297334468544,5.11126438921575,9.22902872060579,5.15094621598294,2.16107754884601,29.8935884959941,59.6889345177962,3.28432136221611,1.83305992482257,0.769059602472954,10.6381889430556,21.2414164761477,"peak_whaling",4.15580468131622,2.31945603872656,4.15580468131622,2.31945603872656,7.00827259072849,2.49402402774756,0.618655127956383,0.618655127956383,"Peak Whaling (1930-1950)"
0.510487336437021,1.21742945393785,5.48891250708979,0.62148231924071,2.80202032568012,1.4928875999816,1.50975853822759,0.631758524827751,2.16239059471356,6.73084538304311,0.762100214514465,0.770712614842852,0.3225047266107,1.10387301503179,3.4360113315591,"peak_whaling",1.22626210098069,1.24011993741747,1.22626210098069,1.24011993741747,0.275458146043752,0.140617895273755,0.0885833061072373,0.0885833061072373,"Peak Whaling (1930-1950)"
0.732285270429473,0.631373761761788,1.98442051360399,0.462345705873805,1.45316191245029,0.815211262770391,0.796408996169219,0.318475291461352,1.31509813310998,2.56222550054738,0.596967200014968,0.583198577132242,0.233214764932882,0.963026992045739,1.87627999356963,"peak_whaling",1.29117063796827,1.26139070769573,1.29117063796827,1.26139070769573,0.183837501008603,0.134621494141164,0.11098364136084,0.11098364136084,"Peak Whaling (1930-1950)"
1.05045057734576,0.230872162480588,0.50585194401712,0.242519796370798,0.53137246664426,0.345353520240062,0.300758406415101,0.134630881420927,0.622415056848733,0.756686071242045,0.362776804724564,0.315931841660334,0.141423087117182,0.653816255815446,0.794861320405702,"peak_whaling",1.49586470941077,1.30270537246078,1.49586470941077,1.30270537246078,0.114481357759474,0.120257008353766,0.174892316380509,0.174892316380509,"Peak Whaling (1930-1950)"
1.50685321691489,0.037053709649568,0.0565963236057047,0.0558345015840817,0.0852823522908122,0.0759550234523852,0.0671659773300562,0.0106725269049259,0.123172263562455,0.116014702102579,0.114453071430072,0.101209269007028,0.0160819314992982,0.185602521583774,0.174817127072694,"peak_whaling",2.0498628658432,1.81266539748037,2.0498628658432,1.81266539748037,0.0389013138028172,0.0586185698459907,0.311724808080301,0.311724808080301,"Peak Whaling (1930-1950)"
2.16155492347296,0.025686779569866,0.0273508520566488,0.0555233848474086,0.0591203689242298,0.0599796534781928,0.0514333516197377,0.00711712152480188,0.106095186807579,0.0638653290198989,0.12964931528399,0.11117601442436,0.0153840490728909,0.229330573400706,0.138048416382183,"peak_whaling",2.33503983304146,2.00232775307014,2.33503983304146,2.00232775307014,0.0342928739083268,0.0741259304365813,0.368294293519926,0.368294293519926,"Peak Whaling (1930-1950)"
3.10071321794452,0.016842696006354,0.0125019421847153,0.0522243701327232,0.0387649373821249,0.0498814099164706,0.0395490299953135,0.00437410621120506,0.103215955238307,0.0370258124134365,0.154667947057709,0.122630200063353,0.0135628489457767,0.320043076710188,0.114806425955477,"peak_whaling",2.96160483438355,2.34814129402997,2.96160483438355,2.34814129402997,0.0330387139101165,0.102443576924986,0.471527110331163,0.471527110331163,"Peak Whaling (1930-1950)"
4.44791957656499,0.00817316985529882,0.00422922776866507,0.0363536022019745,0.0188112649859976,0.0415760458365288,0.0268568854861332,0.00182574125676069,0.107663857758129,0.0215136318804316,0.18492690819246,0.119457266719336,0.00812075027768824,0.478880180610892,0.0956909044039845,"peak_whaling",5.08689364990675,3.28598156671385,5.08689364990675,3.28598156671385,0.03340287598123,0.148573305990485,0.706452658067475,0.706452658067475,"Peak Whaling (1930-1950)"
6.38046383815689,0.00017083974535883,6.16260228248506e-05,0.00109003681738195,0.000393202610123391,0.000158583166273185,0.000154756058808258,0.000117912905893952,0.000208736430602435,5.72047786881302e-05,0.00101183415774648,0.000987415436961772,0.000752339032108356,0.00133183524716478,0.000364993021789383,"peak_whaling",0.928256863999058,0.90585512453914,0.928256863999058,0.90585512453914,-1.22565790856448e-05,-7.8202659635467e-05,-0.0323318306976633,-0.0323318306976633,"Peak Whaling (1930-1950)"
9.15266521555844,0.000134947063397495,3.39346471490539e-05,0.00123512529310002,0.000310592464563395,0.000131339214161211,0.000130723134487982,9.06166034635169e-05,0.000172320113499413,3.30273944255198e-05,0.00120210385689209,0.00119646508589692,0.000829383434472584,0.00157718830876716,0.000302288684118984,"peak_whaling",0.973264707319659,0.9686993640086,0.973264707319659,0.9686993640086,-3.6078492362846e-06,-3.30214362079212e-05,-0.0117690247949936,-0.0117690247949936,"Peak Whaling (1930-1950)"
13.1293402287023,0.000111054675654883,1.94680037882582e-05,0.00145807462066113,0.000255602045309707,0.000117021181749927,0.000118647088915185,7.13605057557041e-05,0.000157260682943167,2.05139387079366e-05,0.0015364109091596,0.00155775799751256,0.000936916358958907,0.00206472901095892,0.000269334480727244,"peak_whaling",1.05372584323767,1.06836644396583,1.05372584323767,1.06836644396583,5.96650609504478e-06,7.83362884984689e-05,0.0227276315057915,0.0227276315057915,"Peak Whaling (1930-1950)"
18.8338118767848,9.39398714797186e-05,1.14799292146322e-05,0.00176924586717837,0.000216210827187188,0.0001163860940266,0.000118754873060324,4.82698326561575e-05,0.000170528812667621,1.42229715662465e-05,0.00219199379997078,0.00223660693866961,0.000909104947569955,0.00321170757735346,0.000267872770807547,"peak_whaling",1.2389424447076,1.26415835139782,1.2389424447076,1.26415835139782,2.24462225468815e-05,0.000422747932792412,0.0930511316169986,0.0930511316169986,"Peak Whaling (1930-1950)"
27.0167779668531,6.95994804475513e-05,5.92925216289994e-06,0.00188035370985983,0.000160189289194551,0.00010855374529928,8.29303623790867e-05,2.35868134964059e-05,0.000234326021439812,9.24780652050526e-06,0.00293277243422096,0.00224051118710645,0.000637239703177972,0.00633073409309545,0.000249845935444907,"peak_whaling",1.55969189139398,1.19153708972844,1.55969189139398,1.19153708972844,3.89542648517284e-05,0.00105241872436113,0.193038814326734,0.193038814326734,"Peak Whaling (1930-1950)"
38.7551015421336,7.10202258003684e-06,4.21774817592204e-07,0.000275239606243853,1.63459258837007e-05,8.23929537083845e-06,7.72835194772076e-06,6.21011192142171e-06,1.20656578034611e-05,4.89315158176483e-07,0.000319314728732475,0.000299513064487264,0.000240673518102713,0.000467605793345772,1.89634586412347e-05,"peak_whaling",1.16013364896901,1.08819028109605,1.16013364896901,1.08819028109605,1.13727279080161e-06,4.40751224886219e-05,0.0645080234220118,0.0645080234220118,"Peak Whaling (1930-1950)"
55.5935240458296,5.49520499785281e-06,2.27503022240577e-07,0.000305497811184893,1.26476947374304e-05,6.40160243992429e-06,6.16105307246917e-06,5.01561708460586e-06,8.68046538378379e-06,2.650281295847e-07,0.000355887639175772,0.000342514652131947,0.000278835828997709,0.000482577661042375,1.47338476948883e-05,"peak_whaling",1.16494333558541,1.12116892361186,1.16494333558541,1.12116892361186,9.0639744207148e-07,5.03898279908792e-05,0.0663048012066096,0.0663048012066095,"Peak Whaling (1930-1950)"
79.747950407875,4.77544144659273e-06,1.37822927617466e-07,0.000380831667658588,1.09910959967058e-05,5.69536396254765e-06,5.5786133107302e-06,4.61732358753114e-06,7.05682265371126e-06,1.64372601767611e-07,0.000454193602840048,0.000444882977648824,0.000368222092475545,0.000562767143025335,1.31083780941768e-05,"peak_whaling",1.19263612092057,1.16818798285351,1.19263612092057,1.16818798285351,9.19922515954921e-07,7.33619351814607e-05,0.0765079585221521,0.0765079585221521,"Peak Whaling (1930-1950)"
114.397057992117,3.70201121883226e-06,7.44818322183323e-08,0.000423499192088221,8.52050247963966e-06,4.45025642760076e-06,4.41247476501462e-06,3.42805226063501e-06,5.41653126827563e-06,8.95359935385796e-08,0.000509096242628034,0.000504774131582129,0.00039215909325987,0.00061963524161304,1.02426542452147e-05,"peak_whaling",1.20211856867482,1.19191285606273,1.20211856867482,1.19191285606273,7.48245208768496e-07,8.5597050539813e-05,0.079947305588205,0.079947305588205,"Peak Whaling (1930-1950)"
164.100604596346,2.80789174731089e-06,3.93819898515194e-08,0.000460776733374807,6.46260834484149e-06,3.42116843949451e-06,3.45549722868802e-06,2.06840524021516e-06,4.57273740542869e-06,4.79834811628846e-08,0.000561415809346985,0.000567049184408701,0.000339426550469558,0.000750388972891174,7.87411826946673e-06,"peak_whaling",1.21841180051579,1.23063762411686,1.21841180051579,1.23063762411686,6.13276692183613e-07,0.000100639075972178,0.0857940965608124,0.0857940965608124,"Peak Whaling (1930-1950)"
235.399484056154,2.16051596674359e-06,2.11241600933133e-08,0.000508584343866525,4.97261638708555e-06,2.87209458741012e-06,2.63907884728457e-06,1.08820866332018e-06,4.94427891561878e-06,2.80815262657071e-08,0.000676089584036815,0.000621237799034298,0.000256163757891008,0.00116388070576638,6.61037679445681e-06,"peak_whaling",1.32935587221743,1.2215039777106,1.32935587221743,1.2215039777106,7.11578620666523e-07,0.00016750524017029,0.123641258332702,0.123641258332702,"Peak Whaling (1930-1950)"
337.676495648558,4.95014585889288e-07,3.37399659807311e-09,0.000167154790658017,1.13931934756748e-06,7.26495542089856e-07,7.16200007992697e-07,3.12994013172251e-07,1.12680809283238e-06,4.95176012464948e-09,0.000245320468757202,0.000241843908882443,0.000105690721526984,0.000380496608056072,1.6720930061839e-06,"peak_whaling",1.46762451612353,1.44682607019761,1.46762451612353,1.44682607019761,2.31480956200568e-07,7.81656780991851e-05,0.166614957872843,0.166614957872843,"Peak Whaling (1930-1950)"
484.391102940098,2.38434778722194e-07,1.13292437820997e-09,0.000115495685444522,5.48778489108851e-07,3.6475762145887e-07,3.36817884093329e-07,1.17055241998906e-07,6.92764380383253e-07,1.73314817453756e-09,0.000176685346564269,0.000163151586365918,5.67005177767702e-05,0.000335568902291457,8.39521555822868e-07,"peak_whaling",1.52980040669259,1.41262061641504,1.52980040669259,1.41262061641504,1.26322842736677e-07,6.11896611197474e-05,0.184634772042102,0.184634772042102,"Peak Whaling (1930-1950)"
694.850674036028,8.74237471121475e-08,2.89577897499402e-10,6.0746449607631e-05,2.01213397263396e-07,1.32328444019387e-07,1.14055574292082e-07,4.71996431458815e-08,2.71490211680424e-07,4.38317892612692e-10,9.19485085210099e-05,7.92515926744198e-05,3.27967038541758e-05,0.000188645156580327,3.04565483123981e-07,"peak_whaling",1.51364415722922,1.30462921185215,1.51364415722922,1.30462921185215,4.49046969072395e-08,3.12020589133789e-05,0.18002378882599,0.18002378882599,"Peak Whaling (1930-1950)"
996.751295136877,3.59741231786265e-08,8.30674512747605e-11,3.58572538697095e-05,8.27975896418369e-08,3.67177672505747e-08,3.71746862607375e-08,2.5414280391518e-08,4.52370447211768e-08,8.47845916038129e-11,3.65984820615448e-05,3.70539166766972e-05,2.53317168952173e-05,4.50900829139978e-05,8.45091514887517e-08,"peak_whaling",1.02067163856241,1.03337296300871,1.02067163856241,1.03337296300871,7.43644071948185e-10,7.41228191835211e-07,0.00888604718303712,0.00888604718303712,"Peak Whaling (1930-1950)"
1429.82252371756,3.21104489043345e-08,5.16882370226077e-11,4.59122430900993e-05,7.39050055061763e-08,3.40062383132399e-08,3.43539169991394e-08,2.32843732785026e-08,4.20776098965693e-08,5.47398920338593e-11,4.86228854871775e-05,4.91200043032931e-05,3.32925213642504e-05,6.01635143743156e-05,7.82683305758795e-08,"peak_whaling",1.05903964203532,1.06986722924643,1.05903964203532,1.06986722924643,1.89578940890541e-09,2.71064239707816e-06,0.0249122169488134,0.0249122169488134,"Peak Whaling (1930-1950)"
2051.05572403526,3.38090725853214e-08,3.79387724591771e-11,6.93442918504471e-05,7.78145364152666e-08,3.91088431510928e-08,3.97113268416322e-08,2.49935662109164e-08,4.96124301330855e-08,4.388589771892e-11,8.02144166054462e-05,8.1450144227565e-05,5.12631970409545e-05,0.000101757858807765,9.00124217208169e-08,"peak_whaling",1.15675586937195,1.17457604734397,1.15675586937195,1.17457604734397,5.29977056577141e-09,1.08701247549991e-05,0.0632417117849739,0.0632417117849739,"Peak Whaling (1930-1950)"
2942.20402414699,2.08295837679619e-08,1.62942840597375e-11,6.12848851834044e-05,4.79411081311537e-08,3.01239712010947e-08,3.02285716464249e-08,1.64397215600991e-08,4.08012528170996e-08,2.35649713036016e-11,8.8630869291149e-05,8.8938625142327e-05,4.83690149299796e-05,0.000120045610228709,6.9332953398365e-08,"peak_whaling",1.44621090544443,1.45123263062604,1.44621090544443,1.45123263062604,9.2943874331328e-09,2.73459841077446e-05,0.160231632095162,0.160231632095162,"Peak Whaling (1930-1950)"
4220.54087476266,6.52565504815013e-11,3.5586352707076e-14,2.7541793865319e-07,1.50193656183935e-10,5.79607259768179e-11,5.82983154775621e-11,5.05001597088064e-11,6.30028644672203e-11,3.1607720949852e-14,2.44625613116078e-07,2.4605042340286e-07,2.1313798823306e-07,2.65906164711035e-07,1.33401678226942e-10,"peak_whaling",0.888197821508331,0.893371087613469,0.888197821508331,0.89337108761347,-7.29582450468343e-12,-3.07923255371115e-08,-0.0514902963594506,-0.0514902963594505,"Peak Whaling (1930-1950)"
6054.29301617067,9.79856038706718e-11,3.72500031618831e-14,5.93233557199474e-07,2.25522433995324e-10,1.23677105317687e-10,1.27001222013457e-10,7.09993739032133e-11,1.45985504851414e-10,4.70168308623886e-14,7.48777434985077e-07,7.68902611481215e-07,4.29851013574715e-07,8.83839022484064e-07,2.84653670732637e-10,"peak_whaling",1.26219669453611,1.29612123614692,1.26219669453611,1.29612123614692,2.56915014470152e-11,1.55543877785603e-07,0.10112703850188,0.10112703850188,"Peak Whaling (1930-1950)"
8684.77880283868,1.64887399849467e-11,4.36974591002581e-15,1.43201059506784e-07,3.79502766531832e-11,9.05471014036755e-12,9.17297227183801e-12,6.06438263071847e-12,1.11742921948056e-11,2.39962438842886e-15,7.86381546929125e-08,7.96652351454857e-08,5.26678217235668e-08,9.70462559901732e-08,2.08402070234017e-11,"peak_whaling",0.5491450619413,0.556317358404124,0.5491450619413,0.556317358404124,-7.43402984457917e-12,-6.45629048138713e-08,-0.260312917336915,-0.260312917336915,"Peak Whaling (1930-1950)"
12458.1652478298,1.51017938673691e-11,2.7899853802056e-15,1.88140643538347e-07,3.47580989056306e-11,8.2113613290636e-12,8.26948720193960e-12,5.89993273640411e-12,1.01966190275311e-11,1.51701038041411e-15,1.02298496347114e-07,1.03022638076577e-07,7.3502336981203e-08,1.27031164814148e-07,1.88991660018721e-11,"peak_whaling",0.543734168349769,0.54758310665382,0.543734168349769,0.54758310665382,-6.89043253830555e-12,-8.58421471912337e-08,-0.264613374999937,-0.264613374999937,"Peak Whaling (1930-1950)"
