"decade","start_year","end_year","metric_name","metric_category","comparison","n_sims","ratio_median","ratio_mean","ratio_sd","ratio_q05","ratio_q25","ratio_q75","ratio_q95","n_valid","prop_below_075","prop_below_040","prop_below_020","prop_below_054"
"1921-1930",1921,1930,"krill_biomass","biomass","absolute",170,0.996140660068311,0.991318499798013,0.231649979637179,0.764370054986812,0.975853953560258,1.00478688611794,1.11363873648267,170,0.0470588235294118,0,0,NA
"1931-1940",1931,1940,"krill_biomass","biomass","absolute",170,0.986559559945483,0.983066172966699,0.33217287446082,0.7212024741921,0.949942640760698,0.994541575886875,1.11549991330078,170,0.0647058823529412,0.00588235294117647,0,NA
"1941-1950",1941,1950,"krill_biomass","biomass","absolute",170,0.977586226703535,0.963884225912705,0.483363345220037,0.579966453245564,0.901732106077871,0.994457297087673,1.13552568813739,170,0.0882352941176471,0.0352941176470588,0,NA
"1951-1960",1951,1960,"krill_biomass","biomass","absolute",170,0.970053227477022,0.964728626325081,0.744412779820627,0.490115302166348,0.87579480337569,0.985472936863235,1.13685634304029,170,0.111764705882353,0.0411764705882353,0.0117647058823529,NA
"1961-1970",1961,1970,"krill_biomass","biomass","absolute",170,0.96818962144645,0.99595487316002,1.21580135019923,0.439909993100382,0.868147470148205,0.990741352511766,1.16196762434493,170,0.111764705882353,0.0470588235294118,0.0176470588235294,NA
"1971-1980",1971,1980,"krill_biomass","biomass","absolute",170,0.944577249040997,1.11975505094561,2.95716067084949,0.403090810903319,0.834702819340846,0.972708096417241,1.29412816218885,170,0.141176470588235,0.0529411764705882,0.0294117647058824,NA
"1981-1990",1981,1990,"krill_biomass","biomass","absolute",170,0.922156204708716,1.98066766558761,14.2097048746826,0.328180279181216,0.789703066043862,0.982368431593406,1.42837887709066,170,0.2,0.0647058823529412,0.0411764705882353,NA
"1991-2000",1991,2000,"krill_biomass","biomass","absolute",170,0.979537325890611,5.28667704594083,56.385412150801,0.350642253091994,0.875167983400945,1.01656546354604,1.61334792552002,170,0.123529411764706,0.0588235294117647,0.0411764705882353,NA
"2001-2010",2001,2010,"krill_biomass","biomass","absolute",170,0.95409965026815,5.10134368802266,54.2150630616835,0.327418468601143,0.849297752598756,0.986483812666737,1.5974965973645,170,0.147058823529412,0.0588235294117647,0.0411764705882353,NA
"1841-1850",1841,1850,"ltl_biomass","biomass","absolute",170,0.999689179855003,0.999837669057709,0.000914681750831898,0.998510548112498,0.999221737889047,1.00034040254733,1.00150051344551,170,0,0,0,NA
"1851-1860",1851,1860,"ltl_biomass","biomass","absolute",170,1.000310820145,1.00016233094229,0.000914681750831893,0.998499486554486,0.999659597452669,1.00077826211095,1.0014894518875,170,0,0,0,NA
"1861-1870",1861,1870,"ltl_biomass","biomass","absolute",170,1.00114780121432,1.00086358366329,0.00202443763981693,0.997560410937137,0.999886766309034,1.00218893353152,1.00343059485523,170,0,0,0,NA
"1871-1880",1871,1880,"ltl_biomass","biomass","absolute",170,0.999580564936948,0.99941535733883,0.00269752822977442,0.995477685068248,0.99831930982573,1.00053258501075,1.00386781252548,170,0,0,0,NA
"1881-1890",1881,1890,"ltl_biomass","biomass","absolute",170,1.00041173898209,1.00016402926198,0.00373333821071997,0.994165941770356,0.998790570110889,1.00197605730418,1.00594320304536,170,0,0,0,NA
"1891-1900",1891,1900,"ltl_biomass","biomass","absolute",170,0.999319189288374,0.998783268741689,0.00471477807712713,0.992377745855579,0.997124603091441,1.00041335053013,1.00634846934338,170,0,0,0,NA
"1901-1910",1901,1910,"ltl_biomass","biomass","absolute",170,1.00001188535687,0.999579057036005,0.00567208874785801,0.991178168222559,0.997529012014266,1.00178447274062,1.00800702621621,170,0,0,0,NA
"1911-1920",1911,1920,"ltl_biomass","biomass","absolute",170,0.998826483629441,0.998260650398231,0.00683827245581738,0.989256505922313,0.995865976104933,1.00031364882544,1.0092627116615,170,0,0,0,NA
"1921-1930",1921,1930,"ltl_biomass","biomass","absolute",170,0.999593592798413,0.999121880535032,0.00789666336097006,0.988693248334102,0.996535726819963,1.00167731194706,1.01048792288009,170,0,0,0,NA
"1931-1940",1931,1940,"ltl_biomass","biomass","absolute",170,0.997634761479792,0.995245236858632,0.0126420121880794,0.97313912572834,0.991205243909879,0.999587643857859,1.01134768959567,170,0,0,0,NA
"1941-1950",1941,1950,"ltl_biomass","biomass","absolute",170,0.9966572735652,0.990924536891975,0.0219976532982965,0.945900745268589,0.986845575609444,0.999876703573362,1.01217597572287,170,0,0,0,NA
"1951-1960",1951,1960,"ltl_biomass","biomass","absolute",170,0.995289683677529,0.988261514373332,0.0272259954520967,0.936778885610205,0.982762745550079,0.998289749273965,1.01123019301252,170,0,0,0,NA
"1961-1970",1961,1970,"ltl_biomass","biomass","absolute",170,0.995617670822257,0.988501458336077,0.0328325983819275,0.932242503569756,0.983305150056934,0.999270304665558,1.01333951422936,170,0,0,0,NA
"1971-1980",1971,1980,"ltl_biomass","biomass","absolute",170,0.99198000622024,0.988486328583933,0.0544307587136367,0.929895796735419,0.979028933666275,0.996309240334796,1.02318538133357,170,0,0,0,NA
"1981-1990",1981,1990,"ltl_biomass","biomass","absolute",170,0.991934498288795,1.00667419226832,0.218464363918434,0.925934554535789,0.980987656500416,1.00042929069566,1.04850389585796,170,0,0,0,NA
"1991-2000",1991,2000,"ltl_biomass","biomass","absolute",170,1.01560616354851,1.07895647788309,0.855910359310344,0.942577403016448,0.997562111664469,1.02701817461143,1.075558363761,170,0,0,0,NA
"2001-2010",2001,2010,"ltl_biomass","biomass","absolute",170,0.988447538374444,1.05086285639228,0.819004388358625,0.917822470466893,0.977166183745186,0.998349669287684,1.04945361112892,170,0,0,0,NA
"1841-1850",1841,1850,"apex_biomass","biomass","absolute",170,1.00270359026202,1.00385286974263,0.00352272160400838,0.999415409439107,1.00083124824248,1.00783200435101,1.0089682734938,170,0,0,0,NA
"1851-1860",1851,1860,"apex_biomass","biomass","absolute",170,0.99729640973798,0.996147130257366,0.00352272160400837,0.991031726506199,0.992167995648985,0.999168751757523,1.00058459056089,170,0,0,0,NA
"1861-1870",1861,1870,"apex_biomass","biomass","absolute",170,0.992055858246802,0.988517867360688,0.0103786788789012,0.973415903343505,0.976766535458058,0.997438197506265,1.00154827427216,170,0,0,0,NA
"1871-1880",1871,1880,"apex_biomass","biomass","absolute",170,0.98707460512253,0.981120140761173,0.0171700388968021,0.956118248252901,0.961657435712264,0.995853770856436,1.00262158468002,170,0,0,0,NA
