"w","n_valid","ratio_median","ratio_mean","ratio_sd","ratio_q05","ratio_q25","ratio_q75","ratio_q95"
36773.9315760001,212,1.10498782854061,1.28952478173354,0.554211424326425,1.00340069257715,1.03155978014052,1.29637900445914,2.06287208120975
52751.5699347979,212,1.10891227401588,1.29972904313794,0.568265928466646,1.00310375958806,1.03379356443683,1.30926852921962,2.12431892867288
75671.2163026369,212,1.10978167361245,1.31353222679144,0.590202630120497,1.00470392866226,1.03567204311593,1.31289831914251,2.18734564870794
108549.05330397,212,1.11456642930404,1.33777807440054,0.63364515288025,1.00573263635434,1.04194803446825,1.32777573419127,2.28639253466164
155711.742838438,212,1.16974133720405,1.55610943670044,1.0816762740621,1.01179218137368,1.06185912343569,1.5202214924757,2.97450980360516
223365.806700198,212,1.14628863384342,1.60401460126348,1.27651817911525,1.00844556739007,1.05478907062265,1.59653923017543,3.64696111860024
320414.393245838,212,0.997059941161034,0.992983355040125,0.017538751413293,0.961740784700206,0.987269607177564,1.00089431469424,1.01428834308715
459628.91507784,212,1.01793960815591,1.02854344449631,0.0395021471784961,0.987574745521697,1.00299499451031,1.04833277048382,1.11113939375869
659329.743072884,212,0.990528030925332,0.979334914305616,0.029970793057316,0.918672447766448,0.969075254011822,0.997432361108443,1.00657495323969
945797.132947857,212,0.99082254258618,0.980831195938083,0.0354716934324733,0.912568808232462,0.968458785167914,0.999594196224761,1.0143094997859
1356729.65779355,212,1.01146503002765,1.02731597038179,0.0577207676971459,0.968351466001143,0.999827780388061,1.04500329274869,1.14000999482318
1946205.26983358,212,0.971041657804617,0.966487287221745,0.0557653709695183,0.874862815520621,0.944602690623458,0.996684496764207,1.02427931164694
2791797.85786357,212,1.01666192044463,1.04544125946403,0.0901320824543146,0.953621624723376,0.99737092395571,1.07109795797129,1.21209713587878
4004785.82602855,212,0.92705292659078,0.9056235884339,0.106706774273006,0.666195423881287,0.858434987840506,0.974195951816833,1.02941805558244
5744796.12382558,212,0.919428774509214,0.919834850670302,0.109630391983101,0.731543893552762,0.846242452943903,0.989204069102921,1.06386924852439
8240810.85430961,212,0.265665241221534,0.332965706762034,0.248736135802335,0.0335874831426812,0.137711036677982,0.482367364085664,0.790979189939012
11821300.8908807,212,0.830814483852199,0.77519812795432,0.190251866720683,0.366562260549282,0.709128991064397,0.913953458509176,0.986158153728167
16957452.0303007,212,0.958933213698258,0.932711102335205,0.0891400243606981,0.749715239361988,0.918979860036559,0.991543361747411,1.01215053505073
24325172.1628858,212,0.954918225312516,0.926012273022718,0.0937313982798006,0.733420666430635,0.910056540448333,0.989330862740552,1.00747908170021
34894039.487579,212,0.918825009281614,0.878720593408205,0.137068455395596,0.590312193858106,0.844908658023047,0.972560478394466,1.00264447366456
50054897.1907571,212,0.0960958863153415,0.186466393383679,0.226213457503838,0.000596826206623889,0.010740767050679,0.282210192027887,0.712863565709801
71802885.8100286,212,0.999642739995504,0.998284374600325,0.0206479539847063,0.965990136552776,0.995105029623303,1.00537803205576,1.01975247934018
103000000.000001,212,0.530384411715711,0.508100087015389,0.292991345163582,0.0200023591129805,0.285134247126365,0.768934968265482,0.896502098209783
