"sim_index","valid_sim_index","rmse","rank"
957,957,1.87095772201931,938
1687,1687,1.8709847681438,939
1384,1384,1.87105472410619,940
1323,1323,1.87108966242532,941
1995,1995,1.87110218792667,942
1428,1428,1.87120583233456,943
1288,1288,1.87125542788617,944
975,975,1.87142326784964,945
866,866,1.87182417708826,946
245,245,1.87209608699995,947
352,352,1.87249481178353,948
161,161,1.87250818332114,949
553,553,1.8725377796034,950
1050,1050,1.87274097988403,951
118,118,1.87275477308231,952
639,639,1.87286715781716,953
3,3,1.87307591947357,954
716,716,1.87321830253986,955
1840,1840,1.87330983645481,956
762,762,1.87339379824805,957
1926,1926,1.87340619755841,958
587,587,1.87347035733869,959
786,786,1.87371050401812,960
688,688,1.87415460508548,961
1416,1416,1.87416656800427,962
773,773,1.87429061364911,963
1400,1400,1.87451072151634,964
1821,1821,1.87475720453597,965
1529,1529,1.87477711107091,966
1522,1522,1.87493472633645,967
226,226,1.87496798530467,968
341,341,1.87505833494261,969
279,279,1.87506760098024,970
62,62,1.87521926183107,971
998,998,1.87522202269122,972
157,157,1.87529878436721,973
1405,1405,1.87564083131078,974
510,510,1.87584350204192,975
747,747,1.87589401523125,976
1063,1063,1.87600921750702,977
1533,1533,1.87644726467812,978
704,704,1.87653347471795,979
1518,1518,1.87678454808162,980
926,926,1.87692184438845,981
2099,2099,1.87693593971235,982
2102,2102,1.87693593971235,983
2105,2105,1.87693593971235,984
2107,2107,1.87693593971235,985
1122,1122,1.87714106522567,986
759,759,1.87737908981333,987
454,454,1.87753614149619,988
1673,1673,1.87757319197792,989
651,651,1.877743205198,990
60,60,1.87777974838884,991
1810,1810,1.87781432664179,992
1034,1034,1.87792496155743,993
718,718,1.87798112490807,994
1443,1443,1.87816810424524,995
420,420,1.8782680025612,996
874,874,1.87827891718373,997
844,844,1.87853813305522,998
243,243,1.87856928658206,999
330,330,1.87897355885987,1000
1373,1373,1.87897355885987,1001
606,606,1.87930907822137,1002
362,362,1.87952187877154,1003
368,368,1.8798011226651,1004
44,44,1.87985165353064,1005
928,928,1.88010486836013,1006
1514,1514,1.88010591327623,1007
1859,1859,1.88025373024511,1008
1579,1579,1.88054891941073,1009
1345,1345,1.88057829628119,1010
1503,1503,1.88067588425652,1011
919,919,1.88068251555487,1012
1418,1418,1.8807428584237,1013
387,387,1.8807835717864,1014
1441,1441,1.8807835717864,1015
47,47,1.88088198053052,1016
634,634,1.88100372197014,1017
618,618,1.88112920636252,1018
1559,1559,1.88127541763801,1019
1397,1397,1.88134279880052,1020
1549,1549,1.88136806708734,1021
1574,1574,1.88138012932954,1022
1007,1007,1.88159263116542,1023
182,182,1.88164290627405,1024
1295,1295,1.88187808792432,1025
828,828,1.88194343065237,1026
1545,1545,1.8821448559311,1027
445,445,1.88217971087277,1028
28,28,1.88221596657645,1029
970,970,1.88224565624251,1030
67,67,1.8824016750411,1031
87,87,1.88252321335859,1032
1083,1083,1.88254463337581,1033
1353,1353,1.88260741878518,1034
72,72,1.88305642955478,1035
1927,1927,1.88309551585436,1036
1552,1552,1.88325276739495,1037
743,743,1.88329533272844,1038
380,380,1.88492516321582,1039
1431,1431,1.88492516321582,1040
1764,1764,1.88513869989747,1041
905,905,1.88518398907387,1042
516,516,1.88536873734538,1043
601,601,1.88563296983784,1044
270,270,1.88594351428843,1045
162,162,1.88601673867592,1046
490,490,1.88606733496302,1047
500,500,1.88613210480205,1048
1346,1346,1.88615889357089,1049
413,413,1.88624897714059,1050
1737,1737,1.88651656480595,1051
1756,1756,1.88655782082129,1052
147,147,1.88665727179473,1053
1262,1262,1.88675243083078,1054
672,672,1.88691253230822,1055
126,126,1.88695787642746,1056
913,913,1.88703473912823,1057
722,722,1.88725169231364,1058
1298,1298,1.88753784466336,1059
408,408,1.88806573194255,1060
1341,1341,1.88811642618345,1061
724,724,1.88826047524513,1062
1930,1930,1.88868549841445,1063
1791,1791,1.88869517824112,1064
607,607,1.88878903195793,1065
94,94,1.88881174458635,1066
224,224,1.88882080270324,1067
1839,1839,1.88889291335668,1068
604,604,1.88892626069785,1069
1227,1227,1.88898530347728,1070
177,177,1.88906462644092,1071
6,6,1.88909985444734,1072
1820,1820,1.88927416510543,1073
1867,1867,1.88941564721584,1074
227,227,1.88967731420745,1075
933,933,1.88974701554185,1076
57,57,1.88996906407146,1077
164,164,1.89007357378522,1078
89,89,1.89022712188422,1079
237,237,1.89027807629585,1080
1874,1874,1.89045602895503,1081
1187,1187,1.89048494686112,1082
1248,1248,1.89058772898936,1083
181,181,1.89082347031544,1084
49,49,1.89095594674696,1085
1784,1784,1.89114318126731,1086
1445,1445,1.89149799753684,1087
1440,1440,1.89153502929327,1088
1735,1735,1.89167275644018,1089
1635,1635,1.89197166795826,1090
223,223,1.89203614165817,1091
1479,1479,1.89219770495575,1092
291,291,1.89235192623477,1093
1325,1325,1.89235192623477,1094
1,1,1.89237206942535,1095
355,355,1.89243788288916,1096
321,321,1.89264772938422,1097
1278,1278,1.89297812716337,1098
1794,1794,1.89330620504208,1099
1572,1572,1.89384889847244,1100
473,473,1.89406813552389,1101
1023,1023,1.89438725853049,1102
303,303,1.89451134951381,1103
1131,1131,1.89465291477261,1104
1002,1002,1.89484693899786,1105
508,508,1.89491082209181,1106
127,127,1.89492524729857,1107
92,92,1.89535361502654,1108
695,695,1.89545994876326,1109
800,800,1.89550165969902,1110
1064,1064,1.89580897628252,1111
1584,1584,1.89593524395537,1112
1215,1215,1.8962062857369,1113
1606,1606,1.89622339273984,1114
1568,1568,1.89624866658593,1115
210,210,1.89632050851208,1116
336,336,1.89636516628725,1117
829,829,1.89667806489725,1118
1597,1597,1.89672736680766,1119
582,582,1.89679960784529,1120
1556,1556,1.89681154318307,1121
996,996,1.89685773134487,1122
825,825,1.89695682444867,1123
978,978,1.89708613865122,1124
730,730,1.89714080479462,1125
205,205,1.89747349493919,1126
515,515,1.89770345500819,1127
807,807,1.8978484629217,1128
796,796,1.89791679854062,1129
766,766,1.89805844893549,1130
542,542,1.89826486275444,1131
931,931,1.89837743680106,1132
277,277,1.89875077457194,1133
1468,1468,1.89880796474823,1134
1772,1772,1.89897079583203,1135
1439,1439,1.89906859491195,1136
418,418,1.89920965977264,1137
1682,1682,1.89929141579789,1138
767,767,1.89932114786812,1139
216,216,1.89936874324966,1140
130,130,1.8993915470943,1141
839,839,1.89949592165245,1142
1799,1799,1.89961076377295,1143
1329,1329,1.89968796834557,1144
1779,1779,1.899894992478,1145
495,495,1.90042368041563,1146
776,776,1.90084425312794,1147
119,119,1.90084524142013,1148
396,396,1.90091439698318,1149
1347,1347,1.90094173566943,1150
1403,1403,1.90110888430732,1151
1865,1865,1.90122470936891,1152
1387,1387,1.90142556179869,1153
804,804,1.90164409723308,1154
717,717,1.90166942390888,1155
630,630,1.90167581296038,1156
1475,1475,1.90178542063948,1157
52,52,1.90183802884494,1158
462,462,1.90210632967161,1159
1532,1532,1.90210632967161,1160
361,361,1.90296525835945,1161
201,201,1.90335000138006,1162
902,902,1.90447339075797,1163
80,80,1.90456516075087,1164
577,577,1.90503199653956,1165
1068,1068,1.90509206988415,1166
997,997,1.90520338293448,1167
1379,1379,1.90522493296537,1168
1014,1014,1.90529713729053,1169
706,706,1.90544249569784,1170
987,987,1.9056289345346,1171
597,597,1.90568427484449,1172
646,646,1.90579302536478,1173
1424,1424,1.9060791658606,1174
129,129,1.90618627847181,1175
466,466,1.90646687120584,1176
811,811,1.90685251558776,1177
1297,1297,1.90712453875951,1178
1594,1594,1.90713327957602,1179
1824,1824,1.90725309326858,1180
1781,1781,1.90731102979738,1181
1410,1410,1.90746333303833,1182
686,686,1.90750839308307,1183
415,415,1.90754480218,1184
880,880,1.90765773435456,1185
1936,1936,1.90775225100882,1186
1216,1216,1.90779648732682,1187
785,785,1.90791008171788,1188
274,274,1.90796902698456,1189
1834,1834,1.90797771754978,1190
1758,1758,1.90816787177606,1191
1069,1069,1.90850254806216,1192
544,544,1.90850570341219,1193
827,827,1.90855948779297,1194
1551,1551,1.90863915634956,1195
679,679,1.90889555160287,1196
570,570,1.90903082708093,1197
99,99,1.9091003317102,1198
869,869,1.90917110634993,1199
1498,1498,1.90924206784104,1200
1451,1451,1.9093503002394,1201
1947,1947,1.90935913226778,1202
2004,2004,1.90935913226778,1203
2049,2049,1.90974163315611,1204
309,309,1.9100825126626,1205
1350,1350,1.9100825126626,1206
914,914,1.91010447281279,1207
1141,1141,1.91020241542904,1208
1681,1681,1.91027699172838,1209
1691,1691,1.91041660650057,1210
539,539,1.91044186521947,1211
1130,1130,1.91049636346003,1212
603,603,1.91056078811922,1213
1822,1822,1.91057419773213,1214
736,736,1.91058684837678,1215
215,215,1.91061423460614,1216
1302,1302,1.91094737717682,1217
1801,1801,1.91096158639288,1218
1013,1013,1.91106211560374,1219
15,15,1.91126375309193,1220
1456,1456,1.91158894363693,1221
575,575,1.9117710742747,1222
1258,1258,1.91183513250167,1223
2058,2058,1.91199542935984,1224
1328,1328,1.91217672950639,1225
1813,1813,1.91220136639489,1226
465,465,1.91293455230241,1227
737,737,1.91297801583477,1228
1461,1461,1.91324214431715,1229
715,715,1.91377151636423,1230
591,591,1.91401324531401,1231
1162,1162,1.91481317402789,1232
1246,1246,1.91506277643143,1233
1030,1030,1.91510046683716,1234
735,735,1.91519272862535,1235
386,386,1.9152395293387,1236
1516,1516,1.91536889326864,1237
1841,1841,1.9156219342361,1238
27,27,1.91580066108686,1239
1710,1710,1.9158224906807,1240
509,509,1.91608919773566,1241
1032,1032,1.91642962250254,1242
1617,1617,1.91657581191199,1243
1911,1911,1.91709221304958,1244
1850,1850,1.91727808042377,1245
2096,2096,1.91727808042377,1246
285,285,1.91744970750016,1247
1712,1712,1.91774090662558,1248
1164,1164,1.91796328809355,1249
728,728,1.91814650196367,1250
948,948,1.91858554209848,1251
424,424,1.91870116541329,1252
548,548,1.91872233647624,1253
402,402,1.91905924356892,1254
1578,1578,1.91988322169971,1255
596,596,1.92045356471073,1256
410,410,1.92054011166041,1257
851,851,1.92061423474899,1258
968,968,1.92083566049776,1259
2074,2074,1.92120116287373,1260
1955,1955,1.92153232444496,1261
2014,2014,1.92153232444496,1262
287,287,1.92220268906825,1263
1029,1029,1.92224199776212,1264
1009,1009,1.92226853584482,1265
803,803,1.92244154670821,1266
221,221,1.92245802550105,1267
207,207,1.92268882143212,1268
930,930,1.92278508585262,1269
750,750,1.92301218652305,1270
1555,1555,1.92344465701677,1271
1274,1274,1.92351786272338,1272
1251,1251,1.92362480904963,1273
1795,1795,1.92362780808247,1274
103,103,1.92378216812479,1275
10,10,1.92393884345822,1276
780,780,1.92439808120771,1277
820,820,1.92466781511902,1278
579,579,1.92466873116061,1279
1535,1535,1.92479955652812,1280
799,799,1.925729803684,1281
1220,1220,1.92598199645933,1282
833,833,1.92623199647571,1283
1195,1195,1.9264411997966,1284
200,200,1.92644287912072,1285
1971,1971,1.92666059118407,1286
2036,2036,1.92666059118407,1287
1506,1506,1.92674986161324,1288
428,428,1.92691402332963,1289
1742,1742,1.92694673202826,1290
328,328,1.92697643764658,1291
638,638,1.92790899949382,1292
1066,1066,1.92813034697158,1293
1362,1362,1.92828644636661,1294
911,911,1.92856635313214,1295
600,600,1.92856709483413,1296
1959,1959,1.92867390763408,1297
2021,2021,1.92867390763408,1298
893,893,1.9288819023254,1299
1980,1980,1.92889417204595,1300
2050,2050,1.92889417204595,1301
1273,1273,1.92914356978818,1302
90,90,1.9293834334641,1303
623,623,1.92965254488244,1304
1172,1172,1.9302119031987,1305
813,813,1.93051095539061,1306
986,986,1.93093277273599,1307
1583,1583,1.93107702638208,1308
1538,1538,1.93110471452717,1309
1540,1540,1.93132193527446,1310
2104,2104,1.93164366074206,1311
1720,1720,1.93192969666873,1312
838,838,1.93295991610941,1313
247,247,1.93298129751682,1314
1011,1011,1.93301933592273,1315
1833,1833,1.9331453495219,1316
711,711,1.93355306555437,1317
48,48,1.93363161414279,1318
1501,1501,1.93364788348335,1319
845,845,1.93370183223685,1320
9,9,1.93383549013044,1321
475,475,1.93407080745647,1322
125,125,1.93410008479102,1323
1137,1137,1.93412664523445,1324
784,784,1.93415656518645,1325
1789,1789,1.93441014997561,1326
559,559,1.93466320894136,1327
1372,1372,1.93509655776376,1328
1284,1284,1.93520754349948,1329
1340,1340,1.93522951217092,1330
1477,1477,1.93534712078486,1331
1324,1324,1.93541081916893,1332
1035,1035,1.93542809785107,1333
193,193,1.93565924357265,1334
1523,1523,1.93566867011411,1335
1286,1286,1.93584866515822,1336
211,211,1.9358555356103,1337
1481,1481,1.93624077929758,1338
1621,1621,1.93649940533314,1339
1804,1804,1.93676430629031,1340
535,535,1.9368328159039,1341
414,414,1.93688251724552,1342
460,460,1.93759539538512,1343
230,230,1.93764561076228,1344
981,981,1.93776570901004,1345
1960,1960,1.93846009673201,1346
2022,2022,1.93846009673201,1347
663,663,1.93866690999678,1348
1530,1530,1.93885283008319,1349
1607,1607,1.93929443158558,1350
113,113,1.93944619662319,1351
444,444,1.93950261939481,1352
1510,1510,1.93950261939481,1353
302,302,1.93965687270906,1354
1489,1489,1.94004283658183,1355
1803,1803,1.94012202704656,1356
1773,1773,1.9405733219159,1357
1473,1473,1.9405956648366,1358
1844,1844,1.94101994180847,1359
5,5,1.94105388607354,1360
1202,1202,1.94121146076328,1361
1093,1093,1.94143280928357,1362
791,791,1.94144933847772,1363
907,907,1.94146514744758,1364
298,298,1.94147235177885,1365
1231,1231,1.94159113640984,1366
1657,1657,1.94181884796369,1367
1645,1645,1.9418323338315,1368
1081,1081,1.94189901872026,1369
1106,1106,1.94200033412649,1370
1749,1749,1.94220516224589,1371
419,419,1.94225064316887,1372
1793,1793,1.94290277268892,1373
1458,1458,1.94296741585952,1374
925,925,1.94297536101328,1375
1224,1224,1.94311650499048,1376
585,585,1.94340536933575,1377
1474,1474,1.94348196711106,1378
1133,1133,1.94349238357873,1379
1233,1233,1.94354553304916,1380
967,967,1.94360033689552,1381
567,567,1.94364107328075,1382
626,626,1.94377889348347,1383
1837,1837,1.94385510593063,1384
233,233,1.94392518544138,1385
740,740,1.94408356301053,1386
1684,1684,1.94432323713583,1387
340,340,1.94439288289743,1388
1386,1386,1.94439288289743,1389
1634,1634,1.94446464183479,1390
615,615,1.94451500716252,1391
1664,1664,1.94454638243472,1392
297,297,1.94485184927169,1393
1113,1113,1.94497793953735,1394
474,474,1.94534548190816,1395
1222,1222,1.94593482565901,1396
964,964,1.9464310140046,1397
1369,1369,1.94660925196858,1398
1382,1382,1.94662809391852,1399
793,793,1.94667157408959,1400
1111,1111,1.94676640054332,1401
1338,1338,1.94681452987753,1402
1511,1511,1.9469119905033,1403
1613,1613,1.94693533544231,1404
1817,1817,1.94717286845385,1405
1662,1662,1.94733113175268,1406
760,760,1.94745463743428,1407
876,876,1.9474658749047,1408
1033,1033,1.94759146856841,1409
1933,1933,1.94762342788316,1410
1585,1585,1.94789918191353,1411
870,870,1.94801690145607,1412
1899,1899,1.94806464483437,1413
1536,1536,1.94829746533293,1414
183,183,1.94833292154386,1415
840,840,1.94835960381381,1416
1004,1004,1.94865350851247,1417
155,155,1.94912290882284,1418
1825,1825,1.94920840353148,1419
721,721,1.94949299280521,1420
506,506,1.94953839986041,1421
199,199,1.94955113429568,1422
613,613,1.94966667032885,1423
2048,2048,1.95022454323372,1424
1476,1476,1.95023380414193,1425
1485,1485,1.95055916934988,1426
787,787,1.9506416794196,1427
1546,1546,1.95119056983376,1428
972,972,1.95151234357293,1429
35,35,1.95154806999755,1430
1504,1504,1.95173614307048,1431
484,484,1.95179761330377,1432
1480,1480,1.95191389035763,1433
1252,1252,1.95211309355857,1434
1006,1006,1.9522993831866,1435
238,238,1.95238643801284,1436
2026,2026,1.95246248170323,1437
1306,1306,1.95267128833531,1438
232,232,1.95323975181011,1439
538,538,1.95375202410215,1440
956,956,1.95381587045943,1441
382,382,1.95425558272771,1442
229,229,1.9553605301628,1443
1785,1785,1.95568862972992,1444
1434,1434,1.95588217056289,1445
915,915,1.95589963485185,1446
609,609,1.95624168706868,1447
745,745,1.95625481518768,1448
884,884,1.95627521862143,1449
816,816,1.95628398188731,1450
903,903,1.95673566538532,1451
985,985,1.95750714371004,1452
1643,1643,1.95782785685741,1453
1179,1179,1.95809857792134,1454
1888,1888,1.95822121794898,1455
1575,1575,1.95825446838246,1456
995,995,1.95832005580556,1457
1218,1218,1.95834808380173,1458
1754,1754,1.95858738757503,1459
1208,1208,1.95870382652973,1460
1334,1334,1.95875272749234,1461
1727,1727,1.95875417706777,1462
1091,1091,1.95875603225296,1463
746,746,1.95889137551525,1464
1438,1438,1.95892604874707,1465
1016,1016,1.95904986108085,1466
1333,1333,1.95930770302626,1467
965,965,1.9595003439497,1468
1290,1290,1.96019614362615,1469
1626,1626,1.96020502875392,1470
1616,1616,1.96020891318386,1471
610,610,1.96081044542184,1472
1072,1072,1.96206876700191,1473
69,69,1.96207119292047,1474
1084,1084,1.96208449358371,1475
1830,1830,1.96216865103661,1476
1826,1826,1.96322816655408,1477
186,186,1.96349206022834,1478
1963,1963,1.96352937308487,1479
2025,2025,1.96352937308487,1480
1470,1470,1.96367603646051,1481
169,169,1.96443453829203,1482
524,524,1.96451747453295,1483
775,775,1.96549065959112,1484
1537,1537,1.96550512756244,1485
1636,1636,1.96562671638176,1486
522,522,1.96564278559122,1487
1244,1244,1.96579810551622,1488
1828,1828,1.96676833792619,1489
1548,1548,1.96699974942784,1490
1161,1161,1.96721575752875,1491
1766,1766,1.96764142390968,1492
1012,1012,1.9682176247452,1493
1709,1709,1.96898587525349,1494
468,468,1.96914621376059,1495
898,898,1.96947889722278,1496
443,443,1.96952645159022,1497
1509,1509,1.96952645159022,1498
1031,1031,1.96953399107499,1499
1976,1976,1.96963884167671,1500
2042,2042,1.96963884167671,1501
2027,2027,1.97025601064094,1502
523,523,1.97038578071943,1503
1991,1991,1.97053857665974,1504
2069,2069,1.97053857665974,1505
1045,1045,1.97054911201454,1506
1171,1171,1.97060363363165,1507
171,171,1.97064384169869,1508
1719,1719,1.9706854214624,1509
120,120,1.97145832989929,1510
131,131,1.97157465450326,1511
726,726,1.97198896415899,1512
879,879,1.9720207955018,1513
191,191,1.97209014179186,1514
883,883,1.97211168648315,1515
112,112,1.97211472587564,1516
1950,1950,1.97241094281662,1517
2007,2007,1.97241094281662,1518
1798,1798,1.9724429789321,1519
1632,1632,1.97254519401954,1520
1036,1036,1.97269637132422,1521
203,203,1.97278633466108,1522
632,632,1.97301694711524,1523
525,525,1.97338162238426,1524
91,91,1.97352109593589,1525
440,440,1.97419044814192,1526
1071,1071,1.97495588613184,1527
455,455,1.97503461368083,1528
1375,1375,1.97551141977016,1529
1406,1406,1.97565283444369,1530
1484,1484,1.97615730765922,1531
1661,1661,1.97624504725376,1532
900,900,1.97640981847812,1533
942,942,1.97679831724712,1534
1086,1086,1.97723682246767,1535
1110,1110,1.97732688155853,1536
619,619,1.97745601607025,1537
1753,1753,1.97760352687288,1538
1121,1121,1.9778086402592,1539
1625,1625,1.97805463612957,1540
253,253,1.97816184452696,1541
1213,1213,1.97829299606307,1542
1207,1207,1.97861243047528,1543
1049,1049,1.9786301905786,1544
1102,1102,1.97915270773382,1545
1371,1371,1.9791871494138,1546
1654,1654,1.97926352823773,1547
1237,1237,1.97942996822337,1548
1996,1996,1.97946363796897,1549
1056,1056,1.97948938765271,1550
645,645,1.98007445044504,1551
612,612,1.9806946910127,1552
1619,1619,1.98076642537099,1553
1672,1672,1.98076939132344,1554
1638,1638,1.98130048905504,1555
1524,1524,1.98181431420068,1556
329,329,1.98200942520523,1557
1154,1154,1.98263258059443,1558
1702,1702,1.9828382517131,1559
1676,1676,1.98288708870376,1560
857,857,1.98309173661949,1561
1985,1985,1.98318594526213,1562
2061,2061,1.98318594526213,1563
190,190,1.98349983731734,1564
1125,1125,1.98417263990697,1565
882,882,1.98433525722088,1566
1194,1194,1.98485527938771,1567
96,96,1.9850965265705,1568
557,557,1.98537559738848,1569
1292,1292,1.98544984212959,1570
1205,1205,1.98560836109972,1571
1623,1623,1.98571294044441,1572
83,83,1.98741696138908,1573
1079,1079,1.98764993858032,1574
1065,1065,1.98860335032554,1575
830,830,1.98894290340196,1576
1667,1667,1.98934079933806,1577
1116,1116,1.98944855371447,1578
1741,1741,1.98949448662238,1579
934,934,1.98992467007374,1580
1267,1267,1.99026604013436,1581
2100,2100,1.99067530017696,1582
2103,2103,1.99067530017696,1583
2108,2108,1.99067530017696,1584
1576,1576,1.99075223879453,1585
551,551,1.9909009237427,1586
809,809,1.99090191882542,1587
565,565,1.99157107777783,1588
1052,1052,1.99160093992928,1589
702,702,1.99168691691527,1590
932,932,1.99369138465622,1591
1241,1241,1.99374755399906,1592
1558,1558,1.99408233625279,1593
1165,1165,1.99434197584625,1594
1876,1876,1.99455636369306,1595
1186,1186,1.99488288602185,1596
1089,1089,1.99501111977149,1597
1641,1641,1.99570684225606,1598
886,886,1.99580571526644,1599
1544,1544,1.99599736721372,1600
984,984,1.99630224276618,1601
1734,1734,1.99676849560564,1602
901,901,1.99783899396496,1603
1169,1169,1.99788398964296,1604
969,969,1.9979154607222,1605
664,664,1.99794784062093,1606
971,971,1.99812881706453,1607
982,982,1.99854276482931,1608
1713,1713,1.99859839472274,1609
115,115,1.99883154867033,1610
595,595,1.99892869884879,1611
197,197,1.99897460050598,1612
1541,1541,1.99933407177727,1613
853,853,1.99969067142625,1614
584,584,2.0002424726696,1615
966,966,2.00080596469225,1616
916,916,2.00085877338961,1617
218,218,2.00174777910642,1618
731,731,2.00287979528714,1619
1264,1264,2.00313265965627,1620
1254,1254,2.00348592991952,1621
290,290,2.00421761350467,1622
781,781,2.00469898116389,1623
1314,1314,2.00488748928,1624
1000,1000,2.00623824160734,1625
448,448,2.00677279657835,1626
1041,1041,2.008636182527,1627
1039,1039,2.00877856193198,1628
488,488,2.01014419238981,1629
1389,1389,2.01042367835378,1630
1453,1453,2.01080082133521,1631
1310,1310,2.01112952896536,1632
1107,1107,2.01216347925792,1633
1285,1285,2.01221243166109,1634
1280,1280,2.01297072291598,1635
423,423,2.0132878166601,1636
1717,1717,2.013352206918,1637
86,86,2.01339429288968,1638
1058,1058,2.01420789183529,1639
417,417,2.01506520755427,1640
1721,1721,2.01628500988619,1641
1370,1370,2.01639979830998,1642
991,991,2.0164807418483,1643
1173,1173,2.0165499982133,1644
1658,1658,2.01677576263585,1645
1633,1633,2.01678007683554,1646
961,961,2.01763536664184,1647
1193,1193,2.01787634079906,1648
219,219,2.01858365660326,1649
990,990,2.01947337094672,1650
1332,1332,2.01957806234969,1651
46,46,2.01970388603048,1652
1740,1740,2.02017173959,1653
351,351,2.02030462011463,1654
1399,1399,2.02030462011463,1655
1637,1637,2.02053074329409,1656
1984,1984,2.02064133055116,1657
2057,2057,2.02064133055116,1658
1935,1935,2.02087831762321,1659
1085,1085,2.02114022509285,1660
1080,1080,2.02115895389364,1661
1242,1242,2.0219706196779,1662
1620,1620,2.02295285440569,1663
1027,1027,2.0237521600127,1664
1028,1028,2.02435182436292,1665
962,962,2.02440083301236,1666
1022,1022,2.02452362877029,1667
953,953,2.02480122090243,1668
950,950,2.02504588717067,1669
1275,1275,2.02516668265122,1670
1008,1008,2.02560641618363,1671
2015,2015,2.0257849137516,1672
1852,1852,2.02594858770264,1673
1851,1851,2.02596824660783,1674
2097,2097,2.02596824660783,1675
1062,1062,2.02602604608919,1676
941,941,2.02642021010379,1677
168,168,2.02685810247886,1678
1601,1601,2.02696684474497,1679
1554,1554,2.02697306896034,1680
1845,1845,2.02701432219135,1681
2072,2072,2.02705928668525,1682
1238,1238,2.02993864956071,1683
989,989,2.03039710786657,1684
406,406,2.03192863303546,1685
1311,1311,2.03219928796902,1686
692,692,2.03273483099973,1687
1987,1987,2.03283994493213,1688
2064,2064,2.03283994493213,1689
1566,1566,2.03359396447282,1690
1906,1906,2.03385251974052,1691
1948,1948,2.03399222764504,1692
2005,2005,2.03399222764504,1693
824,824,2.03406493381592,1694
1515,1515,2.03413933239444,1695
283,283,2.03416719803098,1696
1044,1044,2.03456302003809,1697
861,861,2.0346043774911,1698
2016,2016,2.03568990609921,1699
1929,1929,2.03570061681487,1700
817,817,2.03598040483807,1701
1005,1005,2.03748627788828,1702
1316,1316,2.038262562575,1703
798,798,2.03828517205527,1704
1051,1051,2.04056443104698,1705
1847,1847,2.04075529384381,1706
778,778,2.04182385969727,1707
1226,1226,2.04257638247996,1708
1571,1571,2.04299351471997,1709
1115,1115,2.04304700072486,1710
1884,1884,2.04414819442685,1711
1666,1666,2.04512693989188,1712
1986,1986,2.04592615304947,1713
2063,2063,2.04592615304947,1714
1918,1918,2.04627966641269,1715
1199,1199,2.04671162518981,1716
1698,1698,2.04672675436324,1717
1679,1679,2.04757476952211,1718
815,815,2.04774436133098,1719
1149,1149,2.04793590055899,1720
1989,1989,2.04853587484228,1721
2067,2067,2.04853587484228,1722
1846,1846,2.04883411634369,1723
1768,1768,2.0497176822122,1724
1128,1128,2.04980898166586,1725
1466,1466,2.051121947953,1726
929,929,2.05179739839849,1727
1977,1977,2.05349652972511,1728
2043,2043,2.05349652972511,1729
1815,1815,2.05419320356159,1730
1904,1904,2.05533872534912,1731
1746,1746,2.0556003461412,1732
583,583,2.05644701668415,1733
1174,1174,2.05689170124483,1734
1184,1184,2.05743756040699,1735
1732,1732,2.05755178901859,1736
889,889,2.05763151797236,1737
1565,1565,2.05789911808602,1738
835,835,2.05867657687576,1739
1053,1053,2.05917932778145,1740
976,976,2.05923662858498,1741
887,887,2.06192548615576,1742
2054,2054,2.06193525453192,1743
854,854,2.0627887615649,1744
1624,1624,2.06339565745725,1745
1965,1965,2.06344920985986,1746
2029,2029,2.06344920985986,1747
1143,1143,2.06458300345999,1748
952,952,2.06537978001587,1749
1104,1104,2.06550179606058,1750
1693,1693,2.06568370589634,1751
1722,1722,2.06656826394107,1752
920,920,2.06769030674285,1753
1580,1580,2.06782117016062,1754
1739,1739,2.06788768356484,1755
1192,1192,2.06792649017268,1756
1604,1604,2.0684572300078,1757
943,943,2.06852651727973,1758
873,873,2.06872978145333,1759
1610,1610,2.06918654210353,1760
1313,1313,2.071940695034,1761
1701,1701,2.07293287090536,1762
1153,1153,2.07320168686919,1763
1708,1708,2.07342851275716,1764
963,963,2.07355326221559,1765
909,909,2.07375296186197,1766
877,877,2.07379696803816,1767
864,864,2.0738729914632,1768
973,973,2.07496449713434,1769
1307,1307,2.07555200681011,1770
1954,1954,2.07614520080977,1771
2013,2013,2.07614520080977,1772
2066,2066,2.0764846948346,1773
855,855,2.0770716636759,1774
1168,1168,2.07733351140001,1775
1900,1900,2.07833629151818,1776
167,167,2.07836339459252,1777
2060,2060,2.07931953965381,1778
296,296,2.08042776004353,1779
170,170,2.08053168535599,1780
959,959,2.08066443821418,1781
1628,1628,2.08170149384735,1782
1975,1975,2.08260830728543,1783
2041,2041,2.08260830728543,1784
1716,1716,2.08315875334666,1785
782,782,2.08336223828665,1786
1543,1543,2.08358923301737,1787
1956,1956,2.08372792656385,1788
2017,2017,2.08372792656385,1789
783,783,2.08375208995508,1790
1279,1279,2.08411505165426,1791
1916,1916,2.08447261037305,1792
1078,1078,2.08486668859901,1793
1932,1932,2.08502906446381,1794
1138,1138,2.0850454726207,1795
1688,1688,2.08663134221212,1796
1117,1117,2.0871711350573,1797
1668,1668,2.08812618907744,1798
1934,1934,2.08826131655015,1799
654,654,2.0883570386062,1800
1992,1992,2.08871000362497,1801
2071,2071,2.08871000362497,1802
1304,1304,2.09083107230344,1803
774,774,2.09186574388477,1804
1890,1890,2.09235707755601,1805
1898,1898,2.09244205884833,1806
806,806,2.09304767555406,1807
1629,1629,2.09305740111869,1808
258,258,2.093743297974,1809
