"","Year","Catch_kg","Species","geometry"
73.6833333333333, 74.0333333333333, 75.3, 76.9333333333333, 75.4, 77.3166666666667, 76.4833333333333, 76.6833333333333, 76.7666666666667, 78.1833333333333, 78.5333333333333, 80, 80.0833333333333, 84.4333333333333, 84.5166666666667, 84.6333333333333, 85.5166666666667, 84.5666666666667, 86.55, 85.6833333333333, 86.1666666666667, 87.7333333333333, 88.7, -63.7166666666667, -63.4666666666667, -63.3166666666667, -62.85, -63.4333333333333, -62.4166666666667, -62.25, -61.7833333333333, -61.4166666666667, 
-61.55, -61.4666666666667, -61.3833333333333, -61.4166666666667, -63, -62.8333333333333, -63.2, -63.9, -63.55, -63.2833333333333, -62.6333333333333, -62.45, -61.7666666666667, -61.3833333333333, -61.3, -61.6166666666667, -61.8, -61.25, -61.5166666666667, -61.65, -61.55, -62.1, -62.1333333333333, -62.5333333333333, -63, -62.8333333333333, -61.35, -61.2666666666667, -61.05, -61.45, -62.2666666666667, -62.7333333333333, -62.8, -62.7, -62.6166666666667, -62.65, -61.3, -61.4, -61.4666666666667, -60.2, 
-60.4166666666667, -60.55, -60.2666666666667, -60.4166666666667, -60.1166666666667, -60.6666666666667, -60.95, -60.4833333333333, -60.2166666666667)
"10",1946,482162.647442996,"Sperm",c(76, 78, 82, 84, 70, -58, -57, -59, -59, -60)
"11",1947,16878522.0883114,"Sperm",c(90, 88, 89, 86, 86, 87, 84, 83, 83, 84, 85, 85, 84, 82, 81, 81, 80, 79, 73, 77, 77, 78, 79, 78, 81, 80, 79, 79, 78, 77, 80, 79, 81, 82, 84, 83, 82, 83, 84, 85, 85, 84, 86, 87, -64, -63, -62, -62, -63, -63, -64, -64, -63, -63, -63, -62, -62, -62, -63, -64, -64, -64, -64, -62, -63, -63, -63, -62, -60, -58, -59, -58, -58, -59, -57, -57, -57, -57, -58, -58, -60, -60, -60, -61, -60, -59, -61, -61)
"12",1948,25569171.7897639,"Sperm",c(88, 88, 87, 86, 86, 87, 85, 83, 84, 85, 85, 83, 84, 82, 81, 80, 81, 82, 78, 78.85, 79, 78, 77, 76, 75, 73, 70, 71, 73, 74, 72, 71, 77, 78, 79, 80, 79, 79, 81, 80, 79, 78, 77, 74, 76, 77, 83, 82, 83, 82, 81, 82, 83, 84, 84, 85, 85, 86, 87, 88, 70, 67, 64, 65, 66, -64, -62, -62, -62, -63, -63, -64, -63, -63, -63, -62, -62, -62, -62, -62, -63, -63, -63, -65, -64.9333333333334, -64, -64, -64, -64, -64, -65, -63, -64, -64, -63, -63, -63, -63, -63, -63, -62, -62, -60, -59, -58, -59, -60, -60, -60, -59, 
-58, -58, -58, -59, -59, -61, -61, -61, -60, -61, -61, -60, -61, -61, -61, -60, -62, -64, -64, -64)
"13",1949,8682212.65453516,"Sperm",c(89, 89, 87, 86, 84, 84, 85, 85, 81, 79, 76, 81, 72, 81, 83, 84, 85, 85, 88, -63, -62, -62, -63, -64, -63, -63, -62, -65, -64, -64, -60, -60, -61, -61, -60, -61, -60, -61)
"14",1950,7771174.86522982,"Sperm",c(89, 88, 86, 87, 85, 84, 85, 81, 81, 80, 81, 79, 79, 78, 77, 76, 75, 69, 73, 78, 75, 79, 80, 77, 83, 84, 61, 67, -64, -63, -63, -63, -64, -63, -63, -63, -64, -65, -65, -65, -64, -64, -64, -64, -64, -65, -61, -61, -63, -63, -59, -59, -60, -59, -61, -63)
"15",1951,28387881.5990633,"Sperm",c(86, 88, 89, 87, 86, 87, 86, 83, 83, 82, 80, 81, 75, 74, 73, 72, 72, 72, 73, 74, 75, 77, 77, 76, 78, 79, 79, 80, 81, 81, 76, 74, 82, 83, 84, 84, 85, 86, 87, 88, 89, 62, 70, 67, 66, 63, 65, 65, 61, 60, 63, 60, -65, -63, -62, -62, -62, -63, -64, -63, -62, -62, -63, -63, -65, -62, -62, -63, -62, -61, -61, -61, -61, -61, -62, -62, -63, -62, -60, -60, -60, -59, -60, -60, -59, -60, -60, -61, -60, -61, -61, -61, -61, -61, -61, -62, -62, -63, -64, -65, -64, -64, -62, -61)
"16",1952,6699980.41227519,"Sperm",c(62, 87, 88, 83, 82, 80, 79, 75, 76, 75, 69, 72, 72, 78, 80, 77, 83, 81, 89, 62, -66, -65, -63, -63, -63, -64, -65, -65, -64, -64, -64, -64, -61, -61, -61, -59, -59, -61, -61, -63)
"17",1953,5013270.12927102,"Sperm",c(61, 62, 83, 82, 83, 70, 73, 74, 71, 78, 80, 67, 64, 65, 67, 62, -65, -65, -63, -63, -65, -63, -64, -62, -62, -63, -62, -62, -62, -63, -64, -64)
"18",1954,20808238.3474077,"Sperm",c(86, 87, 83, 83, 81, 76, 73, 72, 70, 72, 75, 76, 78, 77, 79, 78, 81, 80, 78, 75, 73, 72, 84, 82, 82, 83, 84, 85, 84, 66, 65, 66, 61, 61, 60, -63, -64, -64, -63, -63, -64, -63, -63, -62, -62, -61, -61, -61, -62, -63, -62, -60, -59, -59, -60, -60, -60, -58, -58, -60, -61, -60, -60, -59, -61, -63, -63, -64, -63, -61)
"19",1955,13679438.0422695,"Sperm",c(61, 83, 85, 82, 79, 77, 74.25, 74, 70, 70.1833333333333, 71.8333333333333, 71.1666666666667, 76.5833333333333, 75.5333333333333, 77.65, 79.9, 79.9333333333333, 82.9333333333333, 81.3333333333333, 83, 84.6666666666667, 89.9666666666667, 63.2166666666667, 67, 65.6666666666667, 64.4833333333333, 64.9166666666667, 62.2833333333333, 64.3, 65.2166666666667, 65.45, 63, 61.1833333333333, 61, 62, 60, 61.8833333333333, -66, -63, -63, -62, -64, -65, -63.75, -64, -65, -63.4666666666667, -62.6666666666667, 
-61.3833333333333, -61.0333333333333, -61.9166666666667, -62.3666666666667, -61.8666666666667, -60.1, -58.15, -60.2, -61, -59.25, -61, -61.0666666666667, -61, -61.3, -61.0666666666667, -61.4666666666667, -62.9833333333333, -62.8666666666667, -62.5666666666667, -62.8166666666667, -64, -63.75, -64, -64, -64, -62.65)
"20",1956,20109307.0225091,"Sperm",c(89.9833333333333, 88.1333333333333, 86, 83.3833333333333, 83.0666666666667, 84.6833333333333, 84.2833333333333, 80.5833333333333, 80.9, 80.2166666666667, 76.1166666666667, 69.6166666666667, 68.0333333333333, 70.3666666666667, 71.1666666666667, 70.1166666666667, 76.85, 76.5, 76.3166666666667, 74.9333333333333, 78.35, 79.3666666666667, 78.3333333333333, 79.5333333333333, 81.6666666666667, 81.0666666666667, 81.0166666666667, 77.8, 77.0166666666667, 78.15, 81.4833333333333, 82.8666666666667, 84.3, 
84.2333333333333, 86.3333333333333, 85.9833333333333, 60.6833333333333, 61.3, 67, 63, 60.4333333333333, 60.2166666666667, -63.95, -63, -62.8, -63.85, -62.6833333333333, -62.9166666666667, -62.4, -62.0333333333333, -63.6666666666667, -63.85, -64, -63.7333333333333, -63.6166666666667, -62.2833333333333, -62.2333333333333, -61.25, -61.45, -61.6833333333333, -61.4, -63.15, -62.5, -62.8833333333333, -61.1666666666667, -61.3333333333333, -58.2, -58.3166666666667, -58.5333333333333, -58.3166666666667, -59.3333333333333, 
-60.0333333333333, -59.9333333333333, -61.1166666666667, -60.5, -60.55, -60.4, -60.55, -60.2166666666667, -60.05, -62.6333333333333, -62, -61.45, -61.8833333333333)
"21",1957,12429814.9395503,"Sperm",c(87, 86, 85, 79, 74, 69, 73, 78, 78, 72, 77, 81, 83, 82, 84, 85, 84, 88, 65, -62, -62, -62, -64, -64, -64, -64, -62, -59, -60, -58, -58, -58, -60, -60, -60, -59, -61, -65)
"22",1958,18632872.2705914,"Sperm",c(87, 85, 83, 81, 70, 70, 72, 73, 74, 77, 77, 76, 78, 79, 79, 80, 78, 74, 82, 82, 83, 84, 85, 85, 84, 87, 88, 62, 71, 69, 68, 69, 65, 66, 61, 62, 60, -63, -63, -62, -62, -63, -62, -61, -61, -61, -61, -62, -62, -63, -62, -60, -59, -59, -60, -60, -61, -61, -61, -61, -60, -59, -61, -61, -61, -60, -61, -62, -62, -62, -64, -63, -62, -62)
"23",1959,12506243.4422256,"Sperm",c(89, 85, 81, 70, 73, 70, 74, 75, 77, 76, 78, 81, 80, 79, 72, 74, 84, 82, 83, 82, 84, 85, 84, 71, 68, 61, -63, -63, -62, -63, -62, -62, -61, -62, -62, -62, -62, -60, -59, -59, -60, -59, -58, -58, -59, -61, -60, -61, -59, -60, -62, -64)
"24",1960,4321950.20283534,"Sperm",c(72, 69, 73, 79, 79, 80, 77, 73, 81, 83, 84, 65, 66, 62, 61, 61, 63, -65, -63, -63, -63, -62, -58, -60, -60, -57, -61, -59, -62, -61, -63, -64, -63, -62)
"25",1961,1744977.60621659,"Sperm",c(76, 80, 83, 82, 82, -59, -57, -58, -58, -59)
"26",1962,6934246.04658644,"Sperm",c(79, 76, 75, 74, 78, 83, 84, 84, 61, 60, 60, -58, -60, -60, -59, -57, -58, -60, -59, -61, -63, -61)
"27",1963,8364836.97610875,"Sperm",c(88.65, 89.8833333333333, 89.55, 89.55, 89.2, 89.0833333333333, 89.1666666666667, 89.1666666666667, 89.1666666666667, 89.1666666666667, 89.35, 89.7333333333333, 88.25, 88, 87.7166666666667, 88.0833333333333, 87.0833333333333, 87.05, 87, 86.9166666666667, 87.0333333333333, 87.3833333333334, 87.35, 87.2333333333333, 87.4166666666667, 86.35, 85.3833333333333, 85.1666666666667, 85.2666666666667, 85.5, 86, 86.25, 86.7333333333333, 87.55, 86.5333333333333, 86.45, 86.45, 86.5, 86.8, 87.3333333333333, 87.35, 
87.3166666666667, 87.2833333333333, 87.45, 87.5, 85.2, 85.1666666666667, 83.85, 83.8666666666667, 84.1666666666667, 84.1666666666667, 84.2, 84.3, 83.9666666666667, 84, 84.6333333333333, 84.6333333333333, 85.05, 84.8666666666667, 84.6666666666667, 84.65, 84.8166666666667, 85, 81.1666666666667, 80.8333333333333, 80.6, 80.6, 80.6166666666667, 80.6666666666667, 80.75, 80.5666666666667, 81.2666666666667, 80.8, 72.6666666666667, 72.4666666666667, 72.6, 72.1333333333333, 72.1666666666667, 71.9666666666667, 
72.1666666666667, 72.2166666666667, 72.3666666666667, 72.4, 72.1333333333333, 72.1833333333333, 73, 77.2, 77.2666666666667, 80.3, 80.1666666666667, 80.3166666666667, 80.35, 77.8, 72.2666666666667, 76.2666666666667, 81.4166666666667, 83.4666666666667, 82.8666666666667, 84.3, 84.3333333333333, 84.4833333333333, 84.5333333333333, 84.2833333333333, 84.25, 83.5666666666667, 84.1166666666667, 84, 84.4333333333333, 84.9666666666667, 84.5, 84.5166666666667, 84.8666666666667, 85, 85.5833333333333, 85.5833333333333, 
85.6333333333333, 85.6666666666667, 85.4333333333333, 85.3666666666667, 85.1666666666667, 84.9666666666667, 84.6666666666667, 84.8333333333333, 84.8666666666667, 85, 85.1833333333333, 84.3833333333333, 84.05, 86.3666666666667, 89.3666666666667, 89.7833333333333, 69, 64, -63.05, -63.1166666666667, -62.85, -62.8333333333333, -62.6833333333333, -62.5833333333333, -62.5833333333333, -62.3333333333333, -62.1833333333333, -62.2, -62.0833333333333, -61.55, -62, -62, -62.15, -62.3333333333333, -62.2333333333333, 
-62.25, -62.2833333333333, -62.25, -62.1833333333333, -62.0666666666667, -62.0833333333333, -62.3166666666667, -62.05, -62.3166666666667, -62.8166666666667, -63.3, -63.3166666666667, -63.3, -63.3333333333333, -62.9166666666667, -63, -62.85, -63.5, -63.5166666666667, -63.5, -63.8666666666667, -63.7, -64, -63.9666666666667, -63.9666666666667, -63.95, -63.9666666666667, -64, -63.5333333333333, -63.8333333333333, -62.9833333333333, -62.9833333333333, -62.8666666666667, -62.85, -62.8666666666667, -62.8833333333333, 
-62.9166666666667, -62.9, -63.4666666666667, -63.4333333333333, -63.4666666666667, -62.9333333333333, -63, -62.95, -62.95, -62, -61.5166666666667, -61.7666666666667, -61.6833333333333, -61.6666666666667, -61.7, -62.0833333333333, -62.1833333333333, -62.3833333333333, -62.8166666666667, -62.8, -61.8333333333333, -61.7833333333333, -62, -61.95, -61.8666666666667, -61.6666666666667, -61.6666666666667, -61.7833333333333, -61.7666666666667, -61.7166666666667, -61.65, -61.5, -61.75, -60.7833333333333, 
-61.6333333333333, -61.7333333333333, -61.75, -61.7166666666667, -61.7166666666667, -59.65, -60.0166666666667, -58.45, -57.9166666666667, -58.7333333333333, -60.75, -59.85, -59.8, -59.9166666666667, -60.4, -60.3666666666667, -60.3833333333333, -60.9, -60.8666666666667, -60.8833333333333, -60.4833333333333, -60.5, -61, -61.1666666666667, -61.05, -61.1, -60.5, -60.4333333333333, -60.4166666666667, -60.3333333333333, -60.2333333333333, -60.2666666666667, -60.3666666666667, -60.4166666666667, -60.3333333333333, 
-60.1333333333333, -60.2833333333333, -60.3, -59.9833333333333, -59.6666666666667, -59.6166666666667, -60.4166666666667, -61.2, -60.5833333333333, -62, -62)
"28",1964,10862857.4786166,"Sperm",c(62.1333333333333, 62.3833333333333, 89, 86, 84.9166666666667, 85, 84.4166666666667, 84.3666666666667, 84.2666666666667, 84.2833333333333, 84.3333333333333, 83.1666666666667, 83, 83.5, 82.3666666666667, 80.6, 76.3666666666667, 76.4166666666667, 76.3833333333333, 75.9666666666667, 73.8333333333333, 68.3666666666667, 70.7666666666667, 68.1666666666667, 68.3833333333333, 68.4666666666667, 68.2333333333333, 68.1, 68.25, 68, 68.25, 68.2666666666667, 68.5, 68.4666666666667, 68.4833333333333, 72.1333333333333, 
71.75, 71.75, 71.8, 71.7166666666667, 71.6666666666667, 71.6666666666667, 72.6166666666667, 72.6166666666667, 72.65, 72.4833333333333, 72.6, 74.3, 72.8333333333333, 72.8666666666667, 72.4666666666667, 72.5666666666667, 72.55, 72.6666666666667, 72.6333333333333, 71.5666666666667, 71.1333333333333, 70.6666666666667, 70.5666666666667, 71.1666666666667, 71.3, 71.8666666666667, 71.8333333333333, 71.9666666666667, 73.8, 77.8333333333333, 76.3833333333333, 76.1333333333334, 76.2833333333333, 76.2833333333333, 
76.3166666666667, 76.25, 78.3333333333333, 78.35, 78.3666666666667, 78.3833333333334, 78.45, 78.4833333333333, 78.2333333333333, 78.4666666666667, 79.4166666666667, 79.4166666666667, 79.1666666666667, 79.8333333333333, 79.8833333333333, 79.7166666666667, 79.8166666666667, 78.75, 78.7333333333333, 78.7166666666667, 78.5, 79.3666666666667, 80.1833333333333, 80.4333333333333, 81, 81, 78.4666666666667, 78.1, 78, 78.0333333333333, 77.5, 77.5166666666667, 76.6666666666667, 76.9666666666667, 77, 77.0833333333333, 
77.1666666666667, 77.5166666666667, 77.55, 77.5, 77.5166666666667, 78.3666666666667, 78.35, 78.4333333333333, 78.4166666666667, 77.75, 77.55, 76.25, 74.5, 74.4, 74.4166666666667, 74.8, 77.1333333333333, 77.2, 77.1166666666667, 78.5, 78.3833333333334, 78.3833333333334, 80.9, 81.0833333333333, 81.1166666666667, 83.0666666666667, 83.0833333333333, 83.65, 83.6833333333333, 83.6, 83.8833333333333, 84.5666666666667, 87.2166666666667, 60.7666666666667, 61.1666666666667, 68.25, 68.1666666666667, 68.1666666666667, 
67.9833333333333, 67.8833333333333, 67.7833333333333, 67.8333333333333, 67.8166666666667, 67.7833333333333, 67.6333333333333, 62.8333333333333, 62.8666666666667, 62.65, 62.3833333333333, 62.1333333333333, 62.25, -64.7833333333333, -64.8333333333333, -62, -62, -63.85, -63.5, -63.6666666666667, -63.7333333333333, -63.8333333333333, -63.8, -63.75, -62, -62, -62, -61.9166666666667, -62.2666666666667, -64.8166666666667, -64.7833333333333, -64.8, -63.8, -63.8666666666667, -65.6166666666667, -63.8333333333333, 
-64, -63.7333333333333, -63.7333333333333, -63.7166666666667, -63.7166666666667, -63.55, -63.5333333333333, -63.5, -63.4666666666667, -63.6, -63.35, -63.4333333333333, -63.9666666666667, -63.8833333333333, -63.8666666666667, -63.8666666666667, -63.8, -63.7833333333333, -63.6666666666667, -63.95, -63.9666666666667, -64, -64, -63.9666666666667, -62.2333333333333, -62.3, -62.2833333333333, -62.0833333333333, -62.15, -62.15, -62.1666666666667, -62.3333333333333, -62.5, -62.4, -62.5, -62.25, -62.25, -62.15, 
-62.3166666666667, -62.1666666666667, -62.1666666666667, -60.45, -61.25, -63.1, -63.1666666666667, -63.1666666666667, -63.15, -63.1666666666667, -63.2, -62.3833333333333, -62.3833333333333, -62.3666666666667, -62.35, -62.4166666666667, -62.6666666666667, -62.8, -62.75, -62.6166666666667, -62.6333333333333, -62.6666666666667, -62.6666666666667, -62.6333333333333, -62.1666666666667, -61.7666666666667, -62.15, -62.1333333333333, -62.1666666666667, -62.35, -61.3333333333333, -61.5333333333333, -61.55, 
-60.3833333333333, -60.3333333333333, -58.6833333333333, -58.7333333333333, -58.8666666666667, -58.85, -58.9333333333333, -58.9666666666667, -59.8333333333333, -59.85, -59.75, -59.6666666666667, -59.6666666666667, -59.7, -59.5166666666667, -59.5333333333333, -59.55, -59.5833333333333, -59.6333333333333, -59.6666666666667, -59.7, -59.6666666666667, -60.4166666666667, -59.6666666666667, -60.3333333333333, -60.3833333333333, -60.3333333333333, -58.8833333333333, -58.1833333333333, -58.2, -58.1833333333333, 
-57.0833333333333, -57.0833333333333, -57.1, -57.4666666666667, -60.4666666666667, -60.4166666666667, -60.5, -60.5, -60.0333333333333, -60.1, -60.25, -60.6, -59.3333333333333, -60.2666666666667, -60.4, -60.5333333333333, -63.0333333333333, -63.1166666666667, -63.0833333333333, -63.1833333333333, -63.4333333333333, -63.5, -63.4833333333333, -63.5333333333333, -63.5166666666667, -63.4666666666667, -64.7333333333333, -64.7833333333333, -64.6333333333333, -64.7833333333333, -64.4833333333333, -64.55)
"29",1965,2004639.8517,"Sperm",c(61.8, 89.5, 89.5, 89.2666666666667, 88.8833333333333, 89.0666666666667, 89.0333333333333, 88.9333333333333, 88.6666666666667, 88.5166666666667, 88.7666666666667, 88.1666666666667, 88.15, 88.2, 88.25, 88.1166666666667, 83, 81.9666666666667, 81.9666666666667, 81.95, 81.7, 81.5, 81.2, 81.4666666666667, 81.5333333333333, 81.5, 81.3333333333333, 81.0333333333333, 81.05, 81.1, 81.2, 81.1666666666667, 81.2666666666667, 81.25, 81.4333333333333, 81.5333333333333, 81.6666666666667, 81.6333333333333, 80.0666666666667, 
80.25, 80.45, 80.6333333333334, 80.9, 80.8833333333333, 76.9166666666667, 77.1, 81.8333333333333, 81.8166666666667, 81.4333333333333, 81.6, 81.6166666666667, 81.4, 89.5333333333333, 60.4166666666667, -66.6666666666667, -61.7833333333333, -61.7333333333333, -61.6166666666667, -61.75, -61.9, -61.9333333333333, -61.9, -61.8833333333333, -61.9166666666667, -61.8166666666667, -61.75, -61.75, -61.7833333333333, -61.8333333333333, -61.8166666666667, -62, -61.9833333333333, -61.95, -61.9666666666667, -61.9833333333333, 
-61.65, -61.6166666666667, -61.5666666666667, -61.55, -61.4166666666667, -61.3666666666667, -61.6166666666667, -61.6333333333333, -61.6, -61.8333333333333, -61.8666666666667, -61.9166666666667, -61.9333333333333, -61.9, -61.8333333333333, -61.9, -61.9166666666667, -61.55, -61.6666666666667, -61.45, -61.4, -60.1666666666667, -60.2, -60.3333333333333, -60.0833333333333, -60.2166666666667, -60.2166666666667, -60.1833333333333, -60.0666666666667, -60.0166666666667, -60.1833333333333, -60.25, -63.0666666666667
)
"30",1966,1829874.6799,"Sperm",c(86.5666666666667, 86.5833333333333, 84.5833333333333, 81.5, 77.8666666666667, 77.8333333333333, 77.6333333333333, 78.6666666666667, 77.7666666666667, 79.2666666666667, 79.2833333333333, 79.95, 79.9666666666667, 79.9666666666667, 79.95, 79.9166666666667, 79, 79.3333333333333, 79.4, 79.3166666666667, 78.8666666666667, 83.65, 83.5, 83.75, 82.6666666666667, 82.6833333333333, 82.6666666666667, 82.3333333333333, 82.3666666666667, 84.7, 85.0333333333333, 84.7, 88.4, 88.3333333333333, 88.3, 89, 89, 89, 
89.4333333333333, 89.4, 89.3666666666667, 89.4166666666667, 89.25, 89.2833333333333, 89.1666666666667, 89.0666666666667, -61.5833333333333, -61.55, -61.95, -62.5, -61.1, -61.1666666666667, -62.6333333333333, -62.4166666666667, -62.8166666666667, -62.9, -62.8333333333333, -59.4, -59.4333333333333, -59.3166666666667, -59.3, -59.2666666666667, -58.2666666666667, -58.3333333333333, -58.3333333333333, -58.2333333333333, -58.3, -57.9166666666667, -58, -57.8333333333333, -57.1166666666667, -57.1166666666667, 
-57.1, -57, -57.3333333333333, -60.1166666666667, -60, -60.0666666666667, -60.5, -60.55, -60.5333333333333, -60.6666666666667, -60.7333333333333, -60.7, -60.5833333333333, -60.6666666666667, -60.7, -60.75, -60.75, -60.7666666666667, -60.7666666666667, -60.7833333333333)
"31",1967,10753348.0973,"Sperm",c(62.6666666666667, 62.7333333333333, 65.8, 65.7666666666667, 65.7666666666667, 66.3333333333333, 66.2666666666667, 66.25, 66.2333333333333, 66.2333333333333, 66.3333333333333, 66.5666666666667, 66.5833333333333, 66.7, 66.7166666666667, 66.7166666666667, 88.6166666666667, 88.65, 88.8333333333333, 88.7, 88.5, 88.7166666666667, 88.6666666666667, 88.7, 88.7166666666667, 88.7, 88.7333333333333, 88.8, 88.7, 80.3333333333333, 82.2, 79.8, 79.75, 79.65, 79.3666666666667, 78.5833333333333, 78.5, 77.1333333333333, 
77.2833333333333, 76.4833333333333, 76.1333333333334, 76.0833333333333, 73.5, 73, 73.4166666666667, 71.7666666666667, 72.2666666666667, 71.75, 72, 72.2, 71.8666666666667, 71.5166666666667, 71.5833333333333, 71.3, 71, 70.8833333333333, 70.8333333333333, 70.85, 70.9333333333333, 70.6833333333333, 70.6333333333333, 70.6666666666667, 70.0666666666667, 70.1333333333333, 70.0333333333333, 69.9333333333333, 69.9666666666667, 69, 68.75, 68.2166666666667, 68.1166666666667, 68.1333333333333, 68.0833333333333, 
67.9333333333333, 68.0666666666667, 68.0333333333333, 67.8, 68.0166666666667, 68.1, 67.4, 67.2, 67.7166666666667, 67.8666666666667, 67.8166666666667, 67.3, 69.2333333333333, 70.1833333333333, 70.2, 70.1333333333333, 69.8333333333333, 69.65, 69.4, 69.5, 69.6666666666667, 69.7166666666667, 69.6333333333333, 69.6166666666667, 69.6, 69.6166666666667, 69.5666666666667, 69.5333333333333, 68.9166666666667, 69, 69.0166666666667, 70.1666666666667, 71.5, 71.3333333333333, 71.2666666666667, 71.5, 71.5333333333333, 
71.6166666666667, 71.65, 71.6166666666667, 71.7333333333333, 71.7333333333333, 71.7833333333333, 71.8333333333333, 72.1333333333333, 72.5, 71.5, 71.5, 71.6, 71.0666666666667, 74.8333333333333, 74.85, 74.85, 74.4166666666667, 72.55, 72.5333333333333, 72.6166666666667, 72.6666666666667, 72.2666666666667, 72.3333333333333, 72.2333333333333, 72.1833333333333, 72.1833333333333, 72, 71.9666666666667, 70.8, 70.85, 77.6666666666667, 77.3333333333333, 77.5, 76.95, 76.7833333333333, 76.8333333333333, 76.9833333333333, 
76.9833333333333, 76.5, 76.6833333333333, 76.5, 76.3666666666667, 76.2666666666667, 76.2833333333333, 76.2166666666667, 75.4666666666667, 75.5, 76.6333333333333, 76.7333333333333, 76.7, 77.3333333333333, 79.5333333333333, 78.7666666666667, 78.8, 79.1333333333333, 79.1, 79.1, 78.8333333333333, 78.7666666666667, 78.4166666666667, 78.6666666666667, 78.2333333333333, 78.0666666666667, 77.8666666666667, 88.5166666666667, 67.8333333333333, 67.8333333333333, 68.5333333333333, 68.7333333333333, 68.8166666666667, 
69.1333333333333, 69.1, 69.0333333333333, 69.0666666666667, 68.4833333333333, 68.55, 68, 67.2, 63.45, 63.5, 63.5, 63.4333333333333, 66.8666666666667, 66.6666666666667, 67.3, 67.1833333333334, 67.2333333333333, 66.65, 66.6, 66.55, 66.5666666666667, 66.55, 66.5, 66.55, 65.9, 66.2333333333333, 66.45, 66.2333333333333, 66.2166666666667, 66.1333333333333, 66, 64.8666666666667, 64.05, 64.1666666666667, 64.2, 64.2, 64.25, 64.9166666666667, 66.25, 66.2, 66.75, 67.0666666666667, 67.1166666666667, 65.7166666666667, 
65.6333333333333, 65.75, 65.7166666666667, 65.3333333333333, 65.3333333333333, 65.55, 65.5833333333333, 65.5666666666667, 66.2, 66.1666666666667, 66.0333333333333, 65.8333333333333, 64.3333333333333, 64.5333333333333, 64.5666666666667, 64.5166666666667, 64.4166666666667, 64.3333333333333, 64.3833333333333, 64.25, 64.2, 64.2, 64.05, 63.95, 63.6333333333333, 63.6166666666667, 63.7166666666667, 63.45, 63.2333333333333, 62.6, 63.2166666666667, 63.2, 63.1666666666667, 62.7166666666667, 62.3333333333333, 
62.6666666666667, -65, -64.9333333333334, -65.9666666666667, -65.9333333333333, -65.95, -65.9666666666667, -65.8833333333333, -65.9166666666667, -65.8833333333333, -65.8333333333333, -65.8333333333333, -65.8333333333333, -65.8166666666667, -65.7666666666667, -65.7666666666667, -65.8, -62.85, -62.85, -62.7333333333333, -62.4333333333333, -62.5666666666667, -62.5333333333333, -62.7, -62.6333333333333, -62.7, -62.7, -62.7333333333333, -62.7333333333333, -62.7833333333333, -63.0333333333333, -63.8333333333333, 
