"sim_index","valid_sim_index","rmse","cor_raw","cor_log","rank","pass_corr"
100,100,1.77579244920406,0.203576252781174,0.907824890863048,323,TRUE
1770,1770,1.77604421165045,0.932546689518542,0.908819665117513,324,TRUE
316,316,1.7761573122289,0.966088898052959,0.906521307409129,325,TRUE
571,571,1.7762817075623,0.023548067450832,0.90697449524199,326,TRUE
769,769,1.77639173776183,0.0852269244337163,0.908934211939619,327,TRUE
150,150,1.77670179434782,0.353226346239779,0.906531683918367,328,TRUE
1040,1040,1.77686052735505,0.552095127219612,0.915311318004886,329,TRUE
359,359,1.77689422066134,0.229424997797703,0.908430378694232,330,TRUE
1073,1073,1.77692056196857,0.777150853451407,0.907080515166174,331,TRUE
936,936,1.77696323165583,0.104041158447821,0.908841179475741,332,TRUE
242,242,1.77712957971034,0.74088817878621,0.907066025103806,333,TRUE
1365,1365,1.77717241524207,0.0269916871842485,0.907247342358081,334,TRUE
2076,2076,1.77779345366822,0.0637623478332446,0.91142224810115,335,TRUE
631,631,1.77805590536421,0.919804452634603,0.906741098234204,336,TRUE
1317,1317,1.7785651089639,0.0163045667691291,0.906671531788491,337,TRUE
378,378,1.77898136435137,0.141900383314171,0.91101730360057,338,TRUE
1067,1067,1.77907114666895,0.804005275326716,0.90592167194193,339,TRUE
1042,1042,1.77910406395488,0.874532584155981,0.907364628971312,340,TRUE
1547,1547,1.77973643378922,0.0284648831488551,0.90757031657974,341,TRUE
81,81,1.77998221303182,0.855787354915991,0.906204515785454,342,TRUE
1883,1883,1.78014532869007,0.0324604985568961,0.912482162264643,343,TRUE
399,399,1.78020894322617,0.854772105261077,0.90620826646745,344,TRUE
1455,1455,1.78020894322617,0.854772105261077,0.90620826646745,345,TRUE
832,832,1.78027894185221,0.0202319805554058,0.906885390890318,346,TRUE
30,30,1.78032650301748,0.257564154719569,0.906169451213599,347,TRUE
1429,1429,1.7805000459819,0.110599792442407,0.909125950430897,348,TRUE
738,738,1.78066244756734,0.162348862594536,0.906123611232132,349,TRUE
1228,1228,1.78081300015438,0.968892234309712,0.905850517954725,350,TRUE
674,674,1.78135676921412,0.389027263342305,0.905744704077097,351,TRUE
429,429,1.78158116467405,0.180553828242581,0.906849515500638,352,TRUE
779,779,1.78196590993731,0.870057886277458,0.906281034358295,353,TRUE
979,979,1.78241083861729,0.0230880273711223,0.906022188309012,354,TRUE
480,480,1.78281186457179,0.611753921127651,0.906439503962594,355,TRUE
95,95,1.78297360668516,0.0292344597127589,0.906162633757599,356,TRUE
106,106,1.78322710601881,0.0208448297140627,0.90583946229095,357,TRUE
808,808,1.78328032376922,0.026900034151685,0.905622907919791,358,TRUE
1417,1417,1.7835461115511,0.0902588382767042,0.906967777348038,359,TRUE
19,19,1.78373387035395,0.970995889274583,0.905615432610406,360,TRUE
552,552,1.78375453580421,0.0141610509314638,0.908740313872888,361,TRUE
770,770,1.78407821915289,0.160961485918983,0.905498087411042,362,TRUE
137,137,1.78445341764736,0.602052632810396,0.906271844727168,363,TRUE
1156,1156,1.78461248131526,0.084956992806786,0.906050369944007,364,TRUE
714,714,1.78480292742137,0.350643892034804,0.906729458101919,365,TRUE
467,467,1.78491937930404,0.556144715502676,0.913804183801005,366,TRUE
550,550,1.78505785331267,0.134214461876703,0.906380082086814,367,TRUE
1420,1420,1.7857248296877,0.029870327533552,0.905886012419838,368,TRUE
51,51,1.78574030520742,0.101930044571876,0.909518482891949,369,TRUE
1618,1618,1.78581246516837,0.0226619337716821,0.915224759313719,370,TRUE
658,658,1.78599918632837,0.711092878488957,0.905719426537864,371,TRUE
1726,1726,1.7860349311258,0.739540938024395,0.906605139928734,372,TRUE
1178,1178,1.78603565171015,0.729783652971264,0.906618436092822,373,TRUE
719,719,1.7866622473563,0.592191438388002,0.906289511412318,374,TRUE
561,561,1.78676892637615,0.198331389789642,0.905740758401039,375,TRUE
519,519,1.7868014597989,0.825134121741575,0.907605205652239,376,TRUE
194,194,1.78683177701584,0.175299455058708,0.90791663295667,377,TRUE
156,156,1.78684040820752,0.005155408239731,0.907005684325377,378,TRUE
805,805,1.78741566859245,0.981011855440369,0.90505205244811,379,TRUE
350,350,1.78754573290975,0.144754700819374,0.905470983219059,380,TRUE
154,154,1.78761941870263,0.490950393060096,0.905208522398335,381,TRUE
