"sim_id","species","gamma","catchability","abundance_scaling"
17,"medium divers",3.02726622106308e-10,0,0.5
17,"large divers",3.64094738707839e-09,0,3.57691670335153
17,"minke whales",1.96649229536671e-09,0.387947971984941,0.613910529280094
17,"orca",7.46443889260014e-09,0.229057631003139,0.5
17,"sperm whales",1.09131047338419e-10,0.0824403610045746,322.776875779568
17,"baleen whales",5.25496319759861e-09,0.0151419794610862,0.5
18,"mesozooplankton",4.96367733251556e-13,0,5.56699379157314
18,"other krill",1.92413504942916e-11,0,1.07385991636973
18,"other macrozooplankton",1.64589815157793e-12,0,0.5
18,"antarctic krill",1.69245887831531e-12,0.0103343580773494,0.5
18,"salps",7.32918782922745e-12,0,18.6619466674883
18,"mesopelagic fishes",2.8818914733983e-11,0,0.5
18,"bathypelagic fishes",2.07643801888954e-11,0.000676866338171082,34.1042880129049
18,"shelf and coastal fishes",2.36448847035894e-09,1.11711492063371e-05,0.5
18,"flying birds",3.45313274214385e-10,0,29.6825976286239
18,"small divers",2.87176001656507e-11,0,0.5
18,"squids",4.76940056703207e-10,3.71006112674508e-05,0.5
18,"toothfishes",2.58548701478628e-09,0.000307683670148627,0.5
18,"leopard seals",1.61080574107677e-09,0,0.5
18,"medium divers",3.02726622106308e-10,0,0.5
18,"large divers",2.39931513503235e-10,0,125.690228858044
18,"minke whales",9.33987000221389e-10,0.122384804395552,29.5299592522085
18,"orca",5.29331575069043e-09,0.0672449383821107,0.621994951284625
18,"sperm whales",1.09131047338419e-10,1,0.5
18,"baleen whales",3.11919162271451e-09,0.0154648483925786,3.22105699699113
19,"mesozooplankton",4.96367733251556e-13,0,0.5
19,"other krill",1.03056749628583e-12,0,18.556116540842
19,"other macrozooplankton",1.12625504113832e-12,0,27.2059315787013
19,"antarctic krill",1.69245887831531e-12,0.0111993536750159,3.24390832270013
19,"salps",2.6139701781042e-11,0,7.79413531959847
19,"mesopelagic fishes",6.78014843856141e-12,0,18.6155928628752
19,"bathypelagic fishes",7.67549989317749e-12,0.00153465332434934,649.880890007429
19,"shelf and coastal fishes",5.18890371764935e-10,6.03748540705441e-05,0.5
19,"flying birds",1.19912458926989e-09,0,0.5
19,"small divers",4.19622081040535e-11,0,6.79225281595141
19,"squids",4.15034493184643e-10,4.49209346240536e-05,0.968724812711262
19,"toothfishes",8.65019891651635e-11,0.0006302611077969,0.5
19,"leopard seals",1.01324182918454e-08,0,0.5
19,"medium divers",3.18877243781145e-10,0,7.28198582848963
19,"large divers",2.26347651046108e-10,0,0.995320048764904
19,"minke whales",5.56101646646112e-09,0.220400441646617,0.5
19,"orca",3.34791440779851e-09,0.145861051210126,31.6678442957856
19,"sperm whales",1.85638527252324e-10,0.358594633298237,0.5
19,"baleen whales",3.89898952839314e-07,0.0513106918775665,7.15391991566877
20,"mesozooplankton",1.02405479501334e-12,0,2309.89018954698
20,"other krill",1.6452812367181e-12,0,2.15784711294107
20,"other macrozooplankton",1.12625504113832e-12,0,2.08443960482721
20,"antarctic krill",1.69245887831531e-12,0.0393193295216446,41.4453263505072
20,"salps",7.32918782922745e-12,0,0.5
20,"mesopelagic fishes",6.84314057316297e-11,0,1.87686209152829
20,"bathypelagic fishes",7.67549989317749e-12,0.000450350527602671,7.8656639241686
20,"shelf and coastal fishes",2.04492835494462e-10,2.38261612987991e-05,0.5
20,"flying birds",5.02365539522576e-10,0,994.70119169449
20,"small divers",1.81957027080985e-11,0,13.6371288477495
20,"squids",1.58739510088397e-09,5.75140210169833e-05,0.5
20,"toothfishes",1.73921954387569e-09,0.0021767760763696,5.64895198232069
20,"leopard seals",1.34650936503643e-10,0,0.5
20,"medium divers",3.02726622106308e-10,0,12.6249737097864
20,"large divers",6.3798214799565e-11,0,8.54475488122179
20,"minke whales",5.4595654501122e-10,0.333917939283053,40.5574330967882
20,"orca",2.68577624939762e-08,0.0700648257358146,0.5
20,"sperm whales",1.08288520952087e-09,0.0934532977882745,0.5
20,"baleen whales",1.82245408562134e-07,0.0368102601004294,1.53142636498016
21,"mesozooplankton",4.96367733251556e-13,0,5.88263814097469
21,"other krill",1.03056749628583e-12,0,0.5
21,"other macrozooplankton",1.19959839516476e-12,0,100.432151745787
21,"antarctic krill",1.69245887831531e-12,0.106462768693069,0.5
21,"salps",7.32918782922745e-12,0,91.6861920255488
21,"mesopelagic fishes",6.78014843856141e-12,0,4.87476798242219
21,"bathypelagic fishes",3.95239502732881e-11,0.000110586859592844,68.4881621901295
21,"shelf and coastal fishes",2.04492835494462e-10,2.77782208121091e-05,7.21684965929111
21,"flying birds",3.45313274214385e-10,0,616.732499280915
21,"small divers",8.32863725416918e-10,0,9.74471254214677
21,"squids",4.15034493184643e-10,7.61032445794603e-06,1.62639182524734
21,"toothfishes",4.39845327148522e-10,0.000361172507332117,0.5
21,"leopard seals",2.85148354102615e-10,0,790.46404401819
21,"medium divers",1.55458491872094e-09,0,0.5
21,"large divers",6.3798214799565e-11,0,0.5
21,"minke whales",5.4595654501122e-10,0.680869720199657,0.785339954411269
21,"orca",3.34791440779851e-09,0.0241164551365741,3.2248860896278
21,"sperm whales",1.61978678330388e-10,1,15.3910234430935
21,"baleen whales",4.38783492521688e-09,0.153304026008924,32.5964141471641
22,"mesozooplankton",1.05654487826402e-12,0,3213.0546568222
22,"other krill",2.51613952294047e-11,0,0.5
22,"other macrozooplankton",1.12625504113832e-12,0,0.5
22,"antarctic krill",1.69245887831531e-12,0.021018779228224,8.03191518357005
22,"salps",7.32918782922745e-12,0,1.42282244978183
22,"mesopelagic fishes",1.03338192582588e-11,0,45.487144727172
22,"bathypelagic fishes",7.67549989317749e-12,0.00482822809093714,13.3016717342601
22,"shelf and coastal fishes",2.67040262263555e-10,5.54512287486124e-05,26.6356814381
22,"flying birds",3.45313274214385e-10,0,0.5
22,"small divers",1.52287102489599e-10,0,0.5
22,"squids",9.53621213289306e-10,1.72218827986584e-05,3.70061292370221
22,"toothfishes",3.69908787196006e-10,0.00266933234851687,2.2637139795712
22,"leopard seals",1.34310954884276e-10,0,22.5097399073892
22,"medium divers",3.02726622106308e-10,0,9.10541742948522
22,"large divers",3.09408831439759e-09,0,42.8474329120275
22,"minke whales",3.78235011082895e-09,1,0.982115278950819
22,"orca",6.66828426054735e-09,0.0284661153409336,0.5
22,"sperm whales",1.36413809173023e-08,1,5.37980126565948
22,"baleen whales",3.12995280743926e-09,0.0133317624826201,12.68861774527
23,"mesozooplankton",5.09239215406457e-12,0,0.591952238198367
23,"other krill",3.37196422179299e-12,0,2.45244200670452
23,"other macrozooplankton",1.12625504113832e-12,0,10.2473893843757
23,"antarctic krill",2.71908950752033e-12,0.0386554614242859,0.5
23,"salps",7.32918782922745e-12,0,0.5
23,"mesopelagic fishes",1.07999667484686e-11,0,144.57235046961
23,"bathypelagic fishes",7.67549989317749e-12,0.00103514334281722,0.5
23,"shelf and coastal fishes",7.27297186270758e-10,1.03781722087635e-05,0.5
23,"flying birds",3.45313274214385e-10,0,1.15781199214101
23,"small divers",1.28149112181846e-11,0,585.09722354908
23,"squids",4.15034493184643e-10,8.0956160931031e-06,0.5
23,"toothfishes",1.16426840336541e-10,0.000502694623629205,3.65252997610841
23,"leopard seals",1.34310954884276e-10,0,0.5
23,"medium divers",1.81139830460656e-09,0,2.47936464578301
23,"large divers",2.30435546257186e-10,0,0.5
23,"minke whales",5.4595654501122e-10,1,0.5
23,"orca",1.1242279178473e-08,0.290899244482444,0.5
23,"sperm whales",1.09131047338419e-10,0.55519609271731,1.41865777153092
23,"baleen whales",3.11919162271451e-09,0.0134938855196328,0.537679177505029
24,"mesozooplankton",7.14904048456904e-13,0,0.5
24,"other krill",1.03056749628583e-12,0,160.65640088188
24,"other macrozooplankton",1.57539871676344e-12,0,0.5
24,"antarctic krill",1.69245887831531e-12,0.00915555999396028,0.5
24,"salps",7.32918782922745e-12,0,0.667224281648288
24,"mesopelagic fishes",1.57166767714782e-11,0,0.5
24,"bathypelagic fishes",7.67549989317749e-12,0.00064900022638476,2.43132337127391
